Date,MOH,ANTM,HUM,UNH
3/23/18,74.599998,215.630005,261.600006,212.550003
3/26/18,76.660004,221.080002,268.100006,219.070007
3/27/18,77.75,219.440002,267.649994,217.960007
3/28/18,79.089996,221.479996,267.549988,218.5
3/29/18,81.18,219.699997,268.829987,214
4/2/18,78.760002,220.130005,280.700012,217.199997
4/3/18,79.769997,227.509995,282.470001,224.580002
4/4/18,80.720001,228.419998,286.98999,228.789993
4/5/18,82.660004,230.729996,287.290009,229.070007
4/6/18,80.669998,224.779999,283.730011,223.960007
4/9/18,80.870003,222.869995,285,222.729996
4/10/18,82.099998,224.949997,286.839996,226.789993
4/11/18,80.709999,220.320007,282.279999,221.899994
4/12/18,81.32,220.460007,285.559998,224.240005
4/13/18,81.440002,222.020004,287.619995,224.279999
4/16/18,83.129997,225.270004,289.950012,230.320007
4/17/18,84.68,229.520004,296.290009,238.550003
4/18/18,85.239998,230.649994,298.299988,236.399994
4/19/18,84.849998,227.669998,295,235.759995
4/20/18,85.300003,226.070007,294.119995,235.059998
4/23/18,85.309998,227.199997,294.5,234.339996
4/24/18,84.690002,225,293.950012,234.220001
4/25/18,83.660004,238.839996,297.390015,234.899994
4/26/18,83.599998,237,296.230011,237.029999
4/27/18,84.910004,239.149994,296.890015,240.179993
4/30/18,83.25,235.990005,294.179993,236.399994
5/1/18,82.410004,235.529999,295.190002,236.850006
5/2/18,82.879997,229.179993,287.670013,233.460007
5/3/18,83.830002,230.770004,286.679993,234.149994
5/4/18,83.919998,233.179993,287.390015,235.899994
5/7/18,82.540001,229.259995,283.769989,233.779999
5/8/18,82.379997,224.100006,278.809998,232.029999
5/9/18,81.959999,221.770004,273.25,229.210007
5/10/18,83.099998,225.669998,281.899994,233.710007
5/11/18,83.800003,232.050003,284.720001,238.279999
5/14/18,85.050003,232.309998,289.630005,242.899994
5/15/18,85.080002,230.869995,290.410004,239.5
5/16/18,84.82,232.399994,289.820007,241.720001
5/17/18,87.089996,231.789993,290.920013,242.960007
5/18/18,87.599998,231.869995,292.869995,244.639999
5/21/18,86.470001,233.649994,294.640015,247.899994
5/22/18,84.540001,233.929993,292.390015,245.179993
5/23/18,84.889999,232.059998,291.890015,244.259995
5/24/18,84.290001,230.619995,293.690002,242.729996
5/25/18,87.230003,232.389999,294.410004,244.949997
5/29/18,87.040001,229.289993,292.359985,242.169998
5/30/18,87.82,231.580002,296.380005,244.940002
5/31/18,84.93,221.419998,290.980011,241.509995
6/1/18,85.18,221.5,289.679993,243.350006
6/4/18,84.970001,225.240005,294.140015,244.630005
6/5/18,85.639999,227.869995,293.940002,244.429993
6/6/18,86.389999,227.860001,295.329987,248.649994
6/7/18,86.690002,229.589996,296.399994,248.979996
6/8/18,87.669998,228.300003,297.890015,250.679993
6/11/18,90.839996,232.330002,301.48999,253.779999
6/12/18,95.160004,231.679993,305.910004,253.580002
6/13/18,95.870003,236.300003,306.410004,252.869995
6/14/18,96.239998,241.740005,304.429993,255.330002
6/15/18,95.440002,245.160004,306.950012,255.979996
6/18/18,96.540001,244.039993,305.100006,254.869995
6/19/18,96.860001,244.490005,299.809998,253.020004
6/20/18,98,243.949997,300.25,252.809998
6/21/18,98.68,243.080002,298.670013,251.889999
6/22/18,101.480003,244.820007,299.980011,254.369995
6/25/18,101.18,243.339996,299.829987,250.710007
6/26/18,99.410004,241.270004,296.790009,249.770004
6/27/18,98.059998,240.539993,298.790009,248.169998
6/28/18,98.519997,239.270004,296.98999,244.899994
6/29/18,97.940002,238.029999,297.630005,245.339996
7/2/18,98.709999,238.270004,298.799988,247.479996
7/3/18,99.489998,238.729996,300.850006,246.979996
7/5/18,100.389999,240.050003,306.160004,250.5
7/6/18,100.480003,242.149994,309.019989,250.759995
7/9/18,103.68,248.690002,313.070007,253.669998
7/10/18,104.389999,249.520004,312.429993,255.539993
7/11/18,105.389999,249.580002,315.929993,254.589996
7/12/18,106.830002,250.580002,315.709991,256.049988
7/13/18,106.940002,250.509995,317.119995,258.700012
7/16/18,105.989998,248.279999,315.679993,256.980011
7/17/18,105.870003,246.029999,313.890015,250.289993
7/18/18,106.239998,248.630005,317.01001,255.419998
7/19/18,105.589996,248.639999,318.399994,252.929993
7/20/18,106.150002,248.520004,317.809998,252.699997
7/23/18,106.919998,248.830002,317.859985,252.740005
7/24/18,105.93,246.080002,314.959991,253.759995
7/25/18,106.379997,247.929993,316.570007,254.860001
7/26/18,106.760002,247.080002,319.109985,257
7/27/18,104.669998,249.479996,315.100006,255.949997
7/30/18,102.739998,252.210007,313,253.839996
7/31/18,104.089996,253,314.179993,253.220001
8/1/18,121.940002,252.270004,318.140015,253.369995
8/2/18,128.350006,256.529999,321.700012,256.079987
8/3/18,126.43,257.950012,324.109985,257.220001
8/6/18,127.089996,258.130005,323.089996,256.76001
8/7/18,123.349998,257.970001,321.790009,257.649994
8/8/18,126.559998,260.540009,324.220001,258.809998
8/9/18,127.75,261.130005,323.709991,261.589996
8/10/18,129.009995,260.040009,325.040009,260.359985
8/13/18,132.029999,262.940002,324.070007,260.910004
8/14/18,133.919998,264.970001,329.339996,263.480011
8/15/18,134.009995,264.170013,326.100006,260.609985
8/16/18,134.149994,266.529999,330.079987,263.100006
8/17/18,134.830002,263.950012,324.619995,262.329987
8/20/18,135.869995,263.170013,326.390015,262.399994
8/21/18,138.699997,262.600006,325.970001,261.690002
8/22/18,139.440002,262.940002,324.179993,260.73999
8/23/18,139.570007,264.279999,329.049988,261.420013
8/24/18,138.089996,265.380005,331.440002,264.279999
8/27/18,139.679993,266.230011,332.369995,267.079987
8/28/18,140.160004,266.709991,333.23999,268.51001
8/29/18,138.899994,267.130005,334.559998,269
8/30/18,138.339996,265.01001,332.369995,268.390015
8/31/18,138,264.730011,333.26001,268.459991
9/4/18,137.720001,263.700012,333.089996,268.51001
9/5/18,137.479996,267.850006,332.880005,267.640015
9/6/18,141.039993,270.890015,333.880005,269.649994
9/7/18,140.669998,271.899994,337.130005,268.279999
9/10/18,140.440002,262.589996,328.700012,259.730011
9/11/18,145.410004,264.170013,332.880005,261.040009
9/12/18,146.520004,266.339996,331.570007,262.670013
9/13/18,149.740005,270.339996,337.929993,265.48999
9/14/18,151.729996,270.779999,337.23999,265.309998
9/17/18,146.839996,269.630005,334.040009,263.869995
9/18/18,148.770004,270.970001,335.98999,263.290009
9/19/18,147.669998,271.850006,335.799988,265.329987
9/20/18,148.339996,274.119995,337.660004,266.390015
9/21/18,152.720001,272.519989,337.76001,266.670013
9/24/18,151.779999,273.230011,340.609985,267.359985
9/25/18,149.830002,270.25,333.820007,263.51001
9/26/18,148.110001,269.459991,332.910004,262.910004
9/27/18,148.020004,271.640015,335.079987,264.649994
9/28/18,148.699997,274.049988,338.519989,266.040009
10/1/18,148.139999,276.200012,338.429993,269.100006
10/2/18,146.5,276.119995,336.390015,270.630005
10/3/18,144.660004,276.23999,332.630005,270.899994
10/4/18,142.899994,274.98999,331.220001,268.320007
10/5/18,144,275.920013,331.140015,269.200012
10/8/18,143.380005,277.390015,333.660004,269.01001
10/9/18,143.660004,279.179993,335.140015,270.109985
10/10/18,138.619995,272.649994,328.799988,263.079987
10/11/18,138.789993,268.519989,319.910004,257.119995
10/12/18,139.539993,271.410004,318.350006,259.609985
10/15/18,138.570007,267.380005,317.01001,260.25
10/16/18,143.589996,278.420013,328.350006,272.570007
10/17/18,143.130005,279.579987,328.079987,267.299988
10/18/18,142.399994,281.190002,332.309998,266.809998
10/19/18,134.559998,279.149994,328.380005,265.299988
10/22/18,134.080002,275.730011,326.649994,262.190002
10/23/18,133.350006,274.089996,325.829987,264.859985
10/24/18,129.149994,265.429993,317.73999,256.320007
10/25/18,132.470001,270.929993,321.579987,264.23999
10/26/18,127.589996,265.75,318.25,258.179993
10/29/18,124.620003,263.519989,317.609985,256.519989
10/30/18,125.800003,265.48999,323.5,258.279999
10/31/18,126.769997,275.570007,320.410004,261.350006
11/1/18,124.790001,265.929993,320.869995,260.929993
11/2/18,123,268,323.049988,261.01001
11/5/18,124.720001,269.179993,326.609985,261.01001
11/6/18,124.230003,272.01001,331.809998,263.540009
11/7/18,137.320007,289.940002,353.980011,274.630005
11/8/18,136.039993,287.369995,339.589996,276.649994
11/9/18,134.160004,287.059998,338.950012,276.549988
11/12/18,132.910004,282.670013,337.649994,272.380005
11/13/18,135.360001,280.25,334.070007,269.220001
11/14/18,126.93,280.100006,320.410004,264.959991
11/15/18,126.199997,284.140015,318.01001,264.940002
11/16/18,124.849998,286.329987,319.730011,271.109985
11/19/18,118.209999,281.790009,310.399994,266.049988
11/20/18,120.550003,277.859985,307.220001,261.5
11/21/18,125.589996,278.950012,305.100006,260.549988
11/23/18,128.830002,280.73999,305.920013,261.619995
11/26/18,128.440002,281.329987,313.549988,266.160004
11/27/18,127.260002,282.079987,309.630005,271.149994
11/28/18,132.860001,291.299988,328.899994,280.950012
11/29/18,138.119995,292.170013,330.290009,282.549988
11/30/18,139.710007,290.070007,329.470001,281.359985
12/3/18,138.460007,296.25,333.480011,286.329987
12/4/18,140,292.920013,324.470001,278.549988
12/6/18,136.509995,287.410004,316.269989,276.850006
12/7/18,132.800003,280.529999,306,269.179993
12/10/18,133.179993,276.660004,307.320007,266.529999
12/11/18,135.75,276.23999,306.070007,267.220001
12/12/18,141.75,278.559998,310.519989,270.640015
12/13/18,142.789993,280.450012,312.5,272.149994
12/14/18,131.720001,275.579987,299.929993,265.019989
12/17/18,120,266.690002,303.220001,258.070007
12/18/18,118.360001,259.359985,292.019989,252.970001
12/19/18,117.279999,257.609985,283.290009,250.309998
12/20/18,114.529999,252.110001,278.089996,242.440002
12/21/18,110.379997,251.960007,274.640015,238.339996
12/24/18,107.910004,249,273.359985,232.940002
12/26/18,114.760002,259.399994,282.609985,243.350006
12/27/18,114.459999,260.880005,284.429993,245.970001
12/28/18,113.660004,259.079987,282.279999,246.240005
12/31/18,116.220001,262.630005,286.480011,249.119995
1/2/19,112.889999,255.020004,281.589996,243.490005
1/3/19,105.900002,248.419998,269.700012,236.850006
1/4/19,109.660004,249.910004,276.619995,239.619995
1/7/19,117.75,250.350006,276.579987,240.080002
1/8/19,128.309998,249.460007,274.929993,243.289993
1/9/19,130.589996,251.350006,276.25,243.639999
1/10/19,133.039993,252.270004,275.019989,244.869995
1/11/19,133.380005,256.640015,283.470001,247.669998
1/14/19,132.75,255.119995,282.079987,248.059998
1/15/19,135.110001,260.350006,288.609985,256.869995
1/16/19,135.970001,261.920013,293.299988,261.459991
1/17/19,135.399994,261.890015,291.019989,259.769989
1/18/19,136.960007,266.119995,295.559998,265.5
1/22/19,134.570007,264.570007,298.779999,265.690002
1/23/19,133.869995,268.100006,299.279999,267.019989
1/24/19,133.699997,265.600006,300.529999,266.130005
1/25/19,135.320007,272.679993,300.679993,268.049988
1/28/19,136.130005,270.01001,301.630005,266.769989
1/29/19,134.600006,272.709991,300.820007,267.339996
1/30/19,134,297.559998,306.390015,270.369995
1/31/19,132.979996,303,308.98999,270.200012
2/1/19,138.860001,303.290009,306.299988,268.720001
2/4/19,136.360001,304.209991,305.959991,268.209991
2/5/19,138.570007,303.549988,303.410004,266.309998
2/6/19,138.279999,311.359985,301.769989,269.5
2/7/19,137.800003,308.049988,303.970001,269
2/8/19,136.899994,304.25,298.890015,261.899994
2/11/19,137.089996,302.170013,293.76001,257.140015
2/12/19,129.389999,306.440002,296.329987,263.5
2/13/19,137.009995,305.700012,299.350006,263.799988
2/14/19,136.080002,308.170013,301.559998,265.329987
2/15/19,135.339996,311.579987,310.299988,271.130005
2/19/19,134.860001,311.600006,305.399994,270.410004
2/20/19,137.669998,312.950012,308.880005,269.51001
2/21/19,136.570007,311.299988,307.559998,266.399994
2/22/19,141.729996,316.790009,309.679993,267.109985
2/25/19,145.600006,314.399994,304.869995,264.600006
2/26/19,145.830002,317.420013,302.350006,262.980011
2/27/19,140.330002,306.070007,287.970001,250.080002
2/28/19,134.630005,300.730011,285.040009,242.220001
3/1/19,138.399994,307.679993,291.019989,246.149994
3/4/19,132.729996,292.589996,277.660004,236.020004
3/5/19,134.080002,298.690002,277.230011,241.429993
3/6/19,129.449997,294.459991,272.100006,239.070007
3/7/19,130.339996,291.420013,268.440002,236.699997
3/8/19,132.550003,295.040009,268.269989,237.289993
3/11/19,135.850006,295.970001,273.100006,243.149994
3/12/19,138.940002,296.980011,274.450012,245.880005
3/13/19,141.770004,303.609985,283.029999,252.25
3/14/19,140.130005,305.450012,279.820007,253.270004
3/15/19,139.399994,303,280.140015,251.399994
3/18/19,143.020004,308.230011,282.170013,255
3/19/19,145.630005,307.98999,286.660004,257.130005
3/20/19,142.580002,303.01001,275.309998,250.5
3/21/19,148.289993,304.859985,276.76001,252.020004
3/22/19,146.479996,301.51001,272.600006,247.089996
3/25/19,144.229996,297.75,270.160004,246.860001
3/26/19,130.210007,288.299988,262.910004,243.389999
3/27/19,133.080002,283,262.890015,241.710007
3/28/19,138.199997,282.350006,262.609985,242.229996
3/29/19,141.960007,286.980011,266,247.259995
4/1/19,144.699997,288.329987,268.329987,245.539993
4/2/19,142.690002,288.200012,262.320007,244.410004
4/3/19,145.070007,287.660004,263.76001,245.839996
4/4/19,145.279999,291.200012,271.369995,247.389999
4/5/19,147.360001,293.309998,276.480011,248.779999
4/8/19,147.490005,289.5,273.559998,248.75
4/9/19,145.600006,290.100006,274.630005,248.789993
4/10/19,145.240005,288.040009,266.5,246.029999
4/11/19,141.529999,276.290009,260.73999,235.419998
4/12/19,129.389999,252.850006,253.309998,223.220001
4/15/19,131.979996,262.880005,254,230.199997
4/16/19,122.089996,245.130005,235.100006,220.960007
4/17/19,116.669998,236.25,232.889999,216.839996
4/18/19,120.68,239.619995,240.690002,221.75
4/22/19,121.220001,244,242.600006,227.110001
4/23/19,123.949997,250.639999,248.449997,230.580002
4/24/19,123.720001,251,249.889999,230.350006
4/25/19,124.269997,255.910004,251.860001,230.789993
4/26/19,128.490005,266.399994,258,237
4/29/19,128.729996,266.290009,256.839996,237.449997
4/30/19,129.630005,263.029999,255.410004,233.070007
5/1/19,126.800003,260.720001,246.160004,231.949997
5/2/19,126.75,261.589996,247.380005,232.449997
5/3/19,128.259995,261.700012,249.5,231.949997
5/6/19,130,268.700012,249.649994,240.5
5/7/19,127.040001,264.890015,245.279999,238.050003
5/8/19,129.460007,264.649994,247.779999,239.149994
5/9/19,128.380005,266.049988,243.889999,237.970001
5/10/19,129.130005,268.309998,244.059998,240.589996
5/13/19,126.540001,261.200012,235.679993,239.550003
5/14/19,128.389999,261.329987,235.110001,236.429993
5/15/19,129.600006,258.649994,243.679993,236.080002
5/16/19,129.75,263.820007,242.220001,236.789993
5/17/19,129.690002,265.070007,247.820007,241.380005
5/20/19,129.759995,266.309998,250.029999,245.990005
5/21/19,134.399994,277.059998,256.76001,249.940002
5/22/19,133.880005,277.140015,260.730011,249.339996
5/23/19,127.449997,277.720001,259.5,246.5
5/24/19,132.139999,277.25,263.329987,247.630005
5/28/19,132,272.26001,252.050003,242.059998
5/29/19,131.119995,275.570007,251.039993,242.399994
5/30/19,134.770004,277.820007,247.860001,243.5
5/31/19,142.259995,277.980011,244.860001,241.800003
6/3/19,145.130005,276.440002,250.320007,236.559998
6/4/19,152.559998,279.809998,252.830002,240.759995
6/5/19,153.339996,276.920013,251.929993,242.770004
6/6/19,155.279999,277.5,246.850006,241.820007
6/7/19,153.729996,278.130005,248.869995,246.770004
6/10/19,152.550003,282.140015,249.669998,248.139999
6/11/19,152.059998,283.450012,243.210007,245.869995
6/12/19,147.910004,281.100006,246.080002,244.5
6/13/19,148.080002,285.100006,254.729996,244.960007
6/14/19,144.929993,285.320007,251.830002,245.369995
6/17/19,146.589996,287.450012,254.770004,245.970001
6/18/19,145.850006,288.329987,257.959991,245.699997
6/19/19,146.369995,291.070007,256.790009,250.190002
6/20/19,146.440002,291.230011,258.829987,247.759995
6/21/19,150.800003,293.76001,270.209991,252.279999
6/24/19,147.330002,290.529999,267.279999,249.639999
6/25/19,145.350006,285.179993,261.839996,247.660004
6/26/19,137.789993,278.839996,261.950012,243.470001
6/27/19,141.339996,282.420013,264.600006,246.339996
6/28/19,143.139999,282.209991,265.299988,244.009995
7/1/19,140.309998,282.720001,261.140015,242.639999
7/2/19,140.860001,280.660004,259.429993,243.970001
7/3/19,142.529999,282.779999,262.51001,245.210007
7/5/19,143.570007,284.059998,264.649994,246.990005
7/8/19,139.850006,284.73999,264.149994,247.839996
7/9/19,136.779999,284.160004,260.140015,246
7/10/19,137.869995,287.920013,267.910004,247.479996
7/11/19,143.330002,303.880005,280.190002,261.160004
7/12/19,144.869995,310.480011,291.25,265.899994
7/15/19,142.020004,306.850006,285.320007,265.959991
7/16/19,141.270004,305.410004,284.299988,264.660004
7/17/19,140.669998,304.690002,281.980011,266.649994
7/18/19,142.089996,304.570007,283.329987,260.600006
7/19/19,140.380005,302.119995,281.670013,256.649994
7/22/19,141,301.779999,282.190002,255.320007
7/23/19,141.210007,302.589996,281.670013,255.009995
7/24/19,136.399994,288.910004,276.089996,251.130005
7/25/19,135.470001,293.950012,274.440002,248.699997
7/26/19,139.860001,299.980011,276.869995,252.940002
7/29/19,138.919998,298.320007,281.019989,253.820007
7/30/19,137.5,299.640015,284.519989,254.929993
7/31/19,132.779999,294.609985,296.75,249.009995
8/1/19,130.240005,292.950012,298.190002,249.25
8/2/19,129.240005,290.570007,293.929993,250.050003
8/5/19,123.949997,283.619995,286.679993,245.059998
8/6/19,127.260002,291.040009,292.25,248.279999
8/7/19,131.5,286.5,293.890015,246.449997
8/8/19,135.210007,288.649994,295.25,247.619995
8/9/19,134.440002,287.329987,297.779999,248.630005
8/12/19,133.949997,282,295.5,243.199997
8/13/19,137.279999,286.899994,304.869995,249.220001
8/14/19,134.320007,272.899994,296.299988,243.199997
8/15/19,133.940002,274.109985,291.059998,244.25
8/16/19,136.679993,275.540009,297,245.690002
8/19/19,138.919998,273.410004,298.570007,244.710007
8/20/19,131.529999,266.570007,294.420013,240.160004
8/21/19,133.259995,267.880005,298,240.350006
8/22/19,129.589996,261.059998,288.820007,232.940002
8/23/19,127.330002,260.380005,286.959991,230.660004
8/26/19,127.629997,260.51001,288.790009,231.080002
8/27/19,125.900002,251.300003,272.059998,222.929993
8/28/19,126.919998,253.809998,276.079987,227.350006
8/29/19,129.899994,259.790009,279.48999,230.619995
8/30/19,130.279999,261.519989,283.209991,234
9/3/19,127.339996,258.100006,280.359985,230.619995
9/4/19,122.839996,254.229996,274.179993,226.729996
9/5/19,122.980003,251.220001,274.709991,229.589996
9/6/19,119.68,249.380005,273.51001,229
9/9/19,118.589996,250.449997,275.690002,230.679993
9/10/19,120,252.589996,276.850006,232.460007
9/11/19,118.75,249.809998,276.809998,234.210007
9/12/19,113.940002,248.160004,268.380005,230.100006
9/13/19,114.959999,253.080002,274.690002,233.610001
9/16/19,115.93,258.579987,278.279999,234.429993
9/17/19,115.25,257.290009,273.779999,232.520004
9/18/19,114.480003,251.789993,273.130005,230.610001
9/19/19,115.260002,255.449997,278.410004,232.850006
9/20/19,114.559998,252.089996,277.279999,232.889999
9/23/19,116.209999,251.399994,277.299988,228.770004
9/24/19,112.129997,248.190002,274.970001,225
9/25/19,111.889999,244,267.690002,222.169998
9/26/19,109.239998,238.800003,263.920013,215.479996
9/27/19,107.470001,237.690002,257.589996,215.259995
9/30/19,109.720001,240.100006,255.669998,217.320007
10/1/19,109.480003,238.440002,254.380005,217.210007
10/2/19,110.089996,237.899994,255.490005,216.75
10/3/19,112.230003,238.229996,253.559998,215.360001
10/4/19,112.769997,241.789993,256.059998,219.800003
10/7/19,111.279999,241.029999,255.240005,221.240005
10/8/19,111.290001,235.520004,253.169998,220.110001
10/9/19,112.830002,238.25,253.800003,222.080002
10/10/19,113.050003,237.229996,261.149994,223.729996
10/11/19,113.389999,237.550003,266.26001,222.070007
10/14/19,112.519997,234.820007,264,220.589996
10/15/19,117.470001,248.940002,276.640015,238.589996
10/16/19,118,245.020004,275.369995,236.990005
10/17/19,121.5,249.25,285.5,243.669998
10/18/19,122.93,249.399994,289.26001,245.339996
10/21/19,121.449997,253.070007,287.149994,243.919998
10/22/19,124.110001,260.25,290.109985,249.479996
10/23/19,121.849998,263.51001,290.209991,247.800003
10/24/19,120.459999,259.48999,286.609985,244.509995
10/25/19,121.889999,263.070007,288.089996,244.910004
10/28/19,124.269997,267.670013,289.369995,247.050003
10/29/19,124.68,272.640015,295.839996,252.289993
10/30/19,123.879997,273.459991,294.190002,254.800003
10/31/19,117.639999,269.079987,294.200012,252.699997
11/1/19,118.830002,270.75,296.200012,252.210007
11/4/19,119.129997,271.720001,296.98999,251.25
11/5/19,120.440002,273,294.75,250.300003
11/6/19,119.870003,277.320007,304.940002,250.520004
11/7/19,121.419998,279.769989,315.140015,256.459991
11/8/19,126.18,282.089996,317.579987,256.970001
11/11/19,121.910004,279.149994,317.559998,254.089996
11/12/19,122.599998,283.670013,320.290009,255.25
11/13/19,121.599998,283.73999,318.899994,253.570007
11/14/19,122.199997,282.01001,318,255.830002
11/15/19,129.699997,297.820007,335.549988,269.399994
11/18/19,134.479996,294,334.540009,272.929993
11/19/19,135.460007,292.720001,336.130005,274.230011
11/20/19,135.529999,292.700012,337.769989,275.559998
11/21/19,135.699997,293.730011,338.470001,276.549988
11/22/19,134.529999,291.829987,338.23999,276.839996
11/25/19,135.899994,293.890015,344.820007,282.670013
11/26/19,133.630005,287.23999,342.089996,281.399994
11/27/19,137.919998,289.450012,341.940002,280.670013
11/29/19,135.5,288.660004,341.230011,279.869995
12/2/19,135.110001,287.429993,338.25,279.660004
12/3/19,133.190002,286.190002,341.839996,276.899994
12/4/19,133.360001,287.380005,344.119995,279.320007
12/5/19,132.490005,286.299988,345.209991,282
12/6/19,133.300003,285.269989,348.140015,280.190002
12/9/19,129.630005,282.329987,342.279999,277.540009
12/10/19,130.009995,283.850006,344.559998,279.519989
12/11/19,127.839996,280.600006,344.779999,280.5
12/12/19,129.720001,284.420013,347.029999,283.609985
12/13/19,129.539993,284.119995,353.130005,285.480011
12/16/19,134.210007,291.779999,365.880005,292.029999
12/17/19,132.479996,290.73999,363.920013,290.470001
12/18/19,133.389999,293.179993,367.549988,292.899994
12/19/19,135.039993,298.220001,365.600006,294.619995
12/20/19,133.539993,303,368.790009,292.589996
12/23/19,136.649994,303.179993,367.76001,295.089996
12/24/19,136.240005,304.5,368.339996,294.540009
12/26/19,136.380005,304.76001,369.609985,295.649994
12/27/19,136.100006,306.420013,371,295.970001
12/30/19,135.839996,305.309998,367.769989,293.850006
12/31/19,135.690002,302.029999,366.519989,293.980011
1/2/20,133.369995,300.869995,363.23999,292.5
1/3/20,132.539993,296.880005,364.859985,289.540009
1/6/20,137.350006,300.450012,370.549988,291.549988
1/7/20,139.259995,299.540009,366.869995,289.790009
1/8/20,143.779999,307.480011,375,295.899994
1/9/20,143.429993,306.410004,364.51001,294.220001
1/10/20,143.350006,307.73999,364.119995,295.130005
1/13/20,139.770004,296.73999,356.880005,285.850006
1/14/20,131.850006,296.880005,357.25,288.23999
1/15/20,138.949997,301.549988,364.070007,296.410004
1/16/20,140.860001,305.049988,367.130005,300.73999
1/17/20,136.820007,305.390015,366.549988,298.470001
1/21/20,138.380005,305.98999,364.869995,300.529999
1/22/20,137.75,303.51001,365.720001,300.589996
1/23/20,137.970001,304.399994,363.579987,299.459991
1/24/20,134.570007,297.279999,356.899994,292.809998
1/27/20,128.449997,283.790009,346.910004,284.089996
1/28/20,131.369995,290.320007,352.850006,285.869995
1/29/20,129.240005,272.910004,351.570007,282.899994
1/30/20,126.75,265.890015,343.23999,280.980011
1/31/20,122.970001,265.279999,336.23999,272.450012
2/3/20,124.970001,266.429993,333.089996,274.019989
2/4/20,124.489998,273.369995,342.75,280.839996
2/5/20,129.789993,287.329987,364.799988,295.730011
2/6/20,128.029999,282.329987,359.149994,292.459991
2/7/20,128,276.480011,353.26001,289.220001
2/10/20,129.350006,276.549988,353,287.029999
2/11/20,141.419998,279.910004,357.170013,290.790009
2/12/20,145.729996,296,373.859985,303.480011
2/13/20,145.580002,298.869995,380.200012,302.200012
2/14/20,144.990005,297.820007,375.850006,298.779999
2/18/20,149.210007,302.450012,372.119995,302.140015
2/19/20,153.839996,304.059998,378.519989,305.309998
2/20/20,150.490005,293.940002,370.98999,302.130005
2/21/20,149.800003,294.709991,369.670013,301.429993
2/24/20,138.210007,277.5,346.160004,277.790009
2/25/20,129.039993,267.399994,332.019989,263.390015
2/26/20,128.729996,268.149994,328.670013,263
2/27/20,124.18,257.859985,314.329987,253.919998
2/28/20,122.550003,257.089996,319.679993,254.960007
3/2/20,127.32,271.269989,345.359985,273.109985
3/3/20,122.43,256.380005,325.369995,261.399994
3/4/20,142.350006,296.420013,372.339996,289.420013
3/5/20,140.020004,287.160004,370.600006,282.959991
3/6/20,138.199997,282.190002,367.01001,283.869995
3/9/20,132.770004,269.820007,337.200012,273.440002
3/10/20,136.380005,286.049988,349.299988,280
3/11/20,131.919998,281.690002,328.220001,277.779999
3/12/20,130.039993,256.209991,293.049988,250.410004
3/13/20,146.350006,270.339996,313.910004,272.040009
3/16/20,121.690002,224.039993,270.209991,225.039993
3/17/20,125.739998,238.320007,272.579987,244.220001
3/18/20,120.050003,206.960007,246.580002,217.059998
3/19/20,120.480003,200.869995,256.190002,219.800003
3/20/20,113.75,191.589996,230.610001,206.589996
3/23/20,107.790001,174.679993,214.429993,194.860001
3/24/20,117.910004,196.839996,234.059998,219.800003
3/25/20,130.229996,216.369995,269.01001,234.490005
3/26/20,139.979996,235.669998,304.480011,255.389999
3/27/20,135.169998,222.960007,297.070007,242.449997
3/30/20,139.350006,230.580002,311.230011,251.279999
3/31/20,139.710007,227.039993,314.019989,249.380005
4/1/20,131.160004,214.300003,298.75,237.320007
4/2/20,133.479996,211.389999,300.109985,240.440002
4/3/20,132.130005,203.300003,291.630005,229.490005
4/6/20,141,225.720001,327.470001,248.339996
4/7/20,140.110001,224.050003,320.049988,248.039993
4/8/20,157.559998,247.020004,337.26001,267.829987
4/9/20,153.279999,242.460007,341.899994,264.130005
4/13/20,156.710007,240.529999,348.26001,263.51001
4/14/20,163.289993,252.009995,352.209991,270.5
4/15/20,160.199997,250.470001,353.540009,281.679993
4/16/20,170.970001,271.839996,377.309998,298.429993
4/17/20,169.820007,267.820007,373.589996,290.559998
4/20/20,164.300003,263.200012,367.329987,282.140015
4/21/20,160.429993,249.369995,358.859985,274.190002
4/22/20,163.369995,262.959991,367.170013,277.019989
4/23/20,167.220001,261.549988,366.070007,285.329987
4/24/20,168.279999,264.119995,369.089996,291.290009
4/27/20,170.869995,270.059998,373.519989,293.980011
4/28/20,166.350006,268.220001,362.869995,288.359985
4/29/20,164.759995,280.609985,377.380005,287.649994
4/30/20,163.970001,280.730011,381.820007,292.470001
5/1/20,173.25,269.570007,372.23999,284.51001
5/4/20,178.309998,271,377.839996,287.540009
5/5/20,181.080002,275.070007,384.059998,293.040009
5/6/20,183.100006,270.619995,374.98999,288.769989
5/7/20,177.270004,265.730011,371.420013,285
5/8/20,175.550003,274.329987,377.5,287
5/11/20,178.860001,272.369995,380.040009,288.690002
5/12/20,180.5,272.959991,383.709991,287.700012
5/13/20,174.380005,267.799988,377.420013,278
5/14/20,176.479996,273.279999,385.809998,290.609985
5/15/20,181.419998,278.089996,398.220001,290.959991
5/18/20,173.75,279.959991,392.369995,293.359985
5/19/20,176.669998,281.100006,394.470001,289.049988
5/20/20,176.970001,280,391.190002,287.98999
5/21/20,181.720001,278.679993,395.269989,286.910004
5/22/20,182.210007,277.109985,394.429993,289.940002
5/26/20,183.710007,283.420013,397.089996,294.890015
5/27/20,183.649994,287.25,399.339996,303.769989
5/28/20,186.860001,291.369995,403.809998,303.970001
