UNH actualPrice$,UNH predictedPrice$,Percentage Error%
302.5,294.81854248046875,2.5393247998450414
298.26001,299.6605529785156,0.469571156560882
198.630005,196.89134216308594,0.8753273891898024
180.380005,182.02503967285156,0.9119828291675406
188.25,186.0461883544922,1.1706834770293824
252.27999900000003,248.16156005859375,1.6324872989262544
290.790009,287.83929443359375,1.0147235032432795
243.49000499999997,249.1334991455078,2.317751870557416
210.25,210.5818328857422,0.15782776967523782
217.059998,239.72633361816406,10.442428741828357
115.889999,114.64646911621094,1.07302605446486
313.070007,315.22442626953125,0.6881589489124312
240.17999300000002,236.5040740966797,1.5304850572296989
248.47000099999997,244.97299194335938,1.4074170091223983
250.710007,254.80953979492188,1.6351691916796463
127.760002,126.16771697998047,1.2463094826967296
267.339996,267.1875305175781,0.057030554613257387
244.91000400000001,244.0925750732422,0.3337670627606651
174.020004,173.8430633544922,0.10167833665134995
299.190002,309.27679443359375,3.3713668124490863
268.51001,267.15667724609375,0.5040157549084566
336.339996,337.9693908691406,0.4844487389304244
294.950012,290.9708557128906,1.3490951433185194
142.880005,141.68667602539062,0.8351966215352429
263.100006,261.6090087890625,0.5667036020278569
238.27999900000003,234.9761962890625,1.3865212039628771
121.099998,121.73163604736328,0.5215838627538887
129.679993,129.03358459472656,0.4984642505906317
300.589996,297.7219543457031,0.9541374272139316
233.61000099999998,230.3179168701172,1.409222257519187
331.420013,331.4937438964844,0.022246965660577628
117.68,117.09919738769531,0.4935440281311134
234.210007,233.35780334472656,0.3638630416305943
246.99000499999997,245.1593475341797,0.7411868613146029
263.290009,264.20526123046875,0.34762132978192584
308.019989,306.8291320800781,0.3866167659404353
194.240005,194.44993591308594,0.10807810321356871
225.05000299999998,228.5387420654297,1.550206184813831
247.80000299999998,249.02992248535156,0.49633554094492377
133.619995,134.76356506347656,0.8558375290139577
222.92999300000002,232.54281616210938,4.31203672181937
305.230011,308.6207580566406,1.1108825916337022
197.470001,199.24757385253906,0.9001736180368308
212.399994,213.2863311767578,0.4172962343670406
302.77999900000003,306.5822448730469,1.255778415220499
193.029999,195.56759643554688,1.3146129869414087
323.170013,316.99609375,1.9104245448664146
245.210007,242.83180236816406,0.9698644280190114
136.869995,136.62081909179688,0.18205298261544742
256.76001,258.4442443847656,0.6559566595925909
248.63000499999998,248.34201049804688,0.11583256089831469
241.38000499999998,237.3295135498047,1.6780559144471372
245.97000099999997,243.1295623779297,1.154790669806226
192.029999,192.02920532226562,0.0004133092425723866
143.389999,133.52322387695312,6.8810762199997395
231.94999700000002,232.61630249023438,0.2872625560906346
308.570007,302.5180358886719,1.9612959698082713
229.49000499999997,242.7235870361328,5.76651782117171
125.68,125.9679946899414,0.22914918041167998
312.0,318.1427917480469,1.968843508989383
194.860001,212.14739990234375,8.871702152122918
292.5,292.4998474121094,5.216680021367522e-05
168.58999599999999,166.8423309326172,1.036636282607657
113.959999,112.57947540283203,1.2114106785556966
206.58999599999999,221.9999542236328,7.4591986649890005
205.229996,201.44393920898438,1.8447872459226793
157.619995,162.91156005859375,3.3571661124553147
181.050003,179.79998779296875,0.6904253997892802
161.330002,160.9351043701172,0.24477631251924237
135.970001,136.05050659179688,0.059208348315654316
216.83999599999999,222.3278350830078,2.5308241949090555
272.570007,260.11676025390625,4.56882504541071
126.739998,125.24152374267578,1.1823215093661423
142.229996,143.28482055664062,0.7416329791928176
279.519989,277.0498046875,0.8837236726207833
141.899994,142.2545623779297,0.24987201756308397
142.869995,143.2973175048828,0.2990988449903871
164.28999299999998,162.01856994628906,1.3825693289249328
262.670013,263.5572509765625,0.3377766523209929
141.080002,141.05166625976562,0.020084873711854963
133.419998,131.84242248535156,1.1824130852171277
283.730011,307.8435363769531,8.498757425048398
282.899994,286.217529296875,1.1726883588675536
222.38000499999998,221.66357421875,0.3221651070877451
141.619995,142.22869873046875,0.4298148227365502
261.350006,259.4547119140625,0.725193817649083
111.82,110.95756530761719,0.7712705172445052
209.86000099999998,212.23068237304688,1.1296489858717254
221.25,222.96710205078125,0.7760913223870056
249.770004,252.37557983398438,1.0431900517503194
291.549988,289.2427062988281,0.7913845982294672
252.69999700000002,253.0995635986328,0.15811895661905678
270.5,265.0561218261719,2.0125242786795288
138.71000700000002,135.9912872314453,1.9600026179471721
267.019989,265.4954833984375,0.5709331377294415
221.75,216.23243713378906,2.4881906950218435
306.309998,305.0731506347656,0.40378942029648746
292.589996,293.384033203125,0.271382211962235
221.690002,221.53814697265625,0.06849881635336115
247.05000299999998,245.53660583496094,0.6125873898649732
244.710007,247.43359375,1.1129854407629556
305.350006,307.4711608886719,0.6946634507915704
266.52999900000003,268.4857482910156,0.7337820501832489
237.289993,235.36854553222656,0.8097465230122228
133.949997,134.15533447265625,0.15329412262417133
334.700012,338.07525634765625,1.00843866944834
162.41000400000001,161.75418090820312,0.4038070781630483
288.23999,285.45684814453125,0.9655640965948991
325.730011,327.0690002441406,0.4110733426219774
162.75,160.8252410888672,1.1826475644441246
230.61999500000002,228.2267303466797,1.037752452175853
242.960007,242.08396911621094,0.36056875969264063
195.850006,195.54266357421875,0.1569274528290071
255.419998,252.62680053710938,1.0935703878952414
303.769989,296.2298278808594,2.4821942233209335
239.55000299999998,239.64089965820312,0.037944753523192244
239.61999500000002,236.52378845214844,1.2921319641341198
354.399994,351.39404296875,0.8481803279178364
246.86000099999998,247.69224548339844,0.337132172092333
217.32000699999998,216.0381317138672,0.5898560854237356
267.829987,250.9191436767578,6.314021634643249
228.770004,233.94000244140625,2.2599109809021334
138.149994,135.94857788085938,1.5934970790810294
