t,Date,MOH,ANTM,HUM,UNH
464,11/16/17,75.699997,220.88999900000002,235.91000400000001,211.13000499999998
465,11/17/17,74.790001,220.830002,233.460007,209.899994
466,11/20/17,75.040001,219.5,233.479996,210.25
467,11/21/17,74.910004,220.020004,236.419998,212.600006
468,11/22/17,75.459999,220.419998,238.30000299999998,211.22000099999997
469,11/24/17,75.08000200000001,220.38999900000002,240.50999500000003,212.50999500000003
470,11/27/17,75.08000200000001,220.02999900000003,243.559998,212.399994
471,11/28/17,74.989998,222.27999900000003,244.22000099999997,216.13999900000002
472,11/29/17,77.370003,227.309998,250.13000499999998,222.88000499999998
473,11/30/17,78.239998,234.960007,260.859985,228.169998
474,12/1/17,78.110001,232.33999599999999,258.52999900000003,226.77999900000003
475,12/4/17,77.480003,224.94999700000002,252.27999900000003,221.419998
476,12/5/17,76.510002,223.49000499999997,253.33999599999999,220.08999599999999
477,12/6/17,74.290001,222.710007,250.30000299999998,219.940002
478,12/7/17,74.459999,223.63999900000002,253.899994,220.149994
479,12/8/17,75.110001,224.850006,256.48999,223.91000400000001
480,12/11/17,73.83000200000001,226.020004,253.02999900000003,222.770004
481,12/12/17,74.08000200000001,228.75,254.63999900000002,222.49000499999997
482,12/13/17,75.089996,232.059998,256.23999,224.350006
483,12/14/17,74.57,227.11999500000002,250.61000099999998,221.25
484,12/15/17,76.269997,226.210007,253.63999900000002,221.82000699999998
485,12/18/17,76.660004,227.020004,246.38000499999998,222.669998
486,12/19/17,76.510002,227.99000499999997,245.16000400000001,222.039993
487,12/20/17,78.400002,227.919998,245.16000400000001,222.38000499999998
488,12/21/17,75.279999,225.080002,243.580002,221.690002
489,12/22/17,74.029999,225.600006,245.0,220.0
490,12/26/17,75.860001,225.42999300000002,246.25,219.600006
491,12/27/17,77.41999799999999,225.24000499999997,248.149994,220.419998
492,12/28/17,77.900002,227.039993,249.00999500000003,222.770004
493,12/29/17,76.68,225.00999500000003,248.07000699999998,220.460007
494,1/2/18,78.0,226.0,251.63999900000002,221.16000400000001
495,1/3/18,77.16999799999999,229.149994,251.27999900000003,223.479996
496,1/4/18,77.639999,230.210007,258.359985,224.44999700000002
497,1/5/18,80.589996,234.33999599999999,264.329987,228.729996
498,1/8/18,82.730003,231.82000699999998,258.549988,224.75999500000003
499,1/9/18,85.660004,234.66000400000001,263.079987,225.88000499999998
500,1/10/18,85.059998,233.88999900000002,263.100006,224.19999700000002
501,1/11/18,84.410004,235.0,265.209991,225.38999900000002
502,1/12/18,85.82,239.82000699999998,268.019989,228.63999900000002
503,1/16/18,89.629997,241.75,270.170013,232.899994
504,1/17/18,91.970001,249.149994,275.75,238.42999300000002
505,1/18/18,93.769997,249.649994,279.440002,243.16000400000001
506,1/19/18,91.83000200000001,250.059998,279.299988,243.350006
507,1/22/18,91.970001,250.5,281.869995,243.559998
508,1/23/18,92.269997,250.5,282.859985,245.210007
509,1/24/18,92.0,252.99000499999997,286.320007,244.850006
510,1/25/18,92.059998,251.350006,285.910004,245.17999300000002
511,1/26/18,92.489998,258.190002,288.290009,248.47000099999997
512,1/29/18,91.790001,257.019989,291.230011,247.41000400000001
513,1/30/18,91.029999,243.440002,282.290009,236.649994
514,1/31/18,91.360001,247.850006,281.829987,236.77999900000003
515,2/1/18,91.480003,243.92999300000002,279.769989,235.22000099999997
516,2/2/18,90.629997,239.17999300000002,276.5,231.88000499999998
517,2/5/18,87.589996,230.44999700000002,267.100006,220.020004
518,2/6/18,82.43,234.830002,269.119995,225.17999300000002
519,2/7/18,81.660004,238.440002,264.899994,225.82000699999998
520,2/8/18,77.989998,230.57000699999998,262.369995,216.460007
521,2/9/18,78.440002,231.710007,265.320007,220.960007
522,2/12/18,78.389999,232.770004,267.049988,225.690002
523,2/13/18,75.459999,233.44999700000002,268.070007,226.63999900000002
524,2/14/18,73.25,235.020004,267.47000099999997,228.77999900000003
525,2/15/18,72.599998,232.059998,267.450012,226.020004
526,2/16/18,72.120003,235.020004,269.0,229.36999500000002
527,2/20/18,71.860001,232.22000099999997,267.329987,226.66000400000001
528,2/21/18,71.139999,232.02999900000003,266.380005,225.13000499999998
529,2/22/18,71.559998,233.67999300000002,267.809998,227.08999599999999
530,2/23/18,72.940002,235.24000499999997,271.190002,230.16000400000001
531,2/26/18,74.0,238.22000099999997,274.579987,234.059998
532,2/27/18,73.07,237.210007,276.920013,232.520004
533,2/28/18,72.300003,235.38000499999998,271.820007,226.16000400000001
534,3/1/18,71.879997,232.039993,269.72000099999997,224.44999700000002
535,3/2/18,72.989998,233.080002,269.799988,225.190002
536,3/5/18,74.089996,232.039993,270.589996,228.38000499999998
537,3/6/18,73.989998,232.75,273.109985,226.17999300000002
538,3/7/18,74.75,231.86000099999998,273.290009,227.270004
539,3/8/18,74.75,228.789993,269.519989,224.729996
540,3/9/18,75.489998,232.80000299999998,272.5,225.42999300000002
541,3/12/18,75.809998,229.86000099999998,268.209991,222.770004
542,3/13/18,76.139999,230.22000099999997,269.980011,226.940002
543,3/14/18,76.230003,229.02999900000003,270.5,225.38000499999998
544,3/15/18,75.870003,230.0,271.089996,229.479996
545,3/16/18,76.83000200000001,228.11000099999998,272.730011,227.86000099999998
546,3/19/18,76.860001,227.99000499999997,269.980011,225.05000299999998
547,3/20/18,77.879997,229.979996,273.600006,226.77999900000003
548,3/21/18,78.290001,225.99000499999997,270.809998,222.82000699999998
549,3/22/18,77.0,218.850006,265.72000099999997,215.210007
550,3/23/18,74.599998,215.63000499999998,261.600006,212.55000299999998
551,3/26/18,76.660004,221.080002,268.100006,219.07000699999998
552,3/27/18,77.75,219.440002,267.649994,217.960007
553,3/28/18,79.089996,221.479996,267.549988,218.5
554,3/29/18,81.18,219.69999700000002,268.829987,214.0
555,4/2/18,78.760002,220.13000499999998,280.700012,217.19999700000002
556,4/3/18,79.769997,227.50999500000003,282.47000099999997,224.580002
557,4/4/18,80.720001,228.419998,286.98999,228.789993
558,4/5/18,82.660004,230.729996,287.290009,229.07000699999998
559,4/6/18,80.66999799999999,224.77999900000003,283.730011,223.960007
560,4/9/18,80.870003,222.86999500000002,285.0,222.729996
561,4/10/18,82.099998,224.94999700000002,286.839996,226.789993
562,4/11/18,80.709999,220.32000699999998,282.27999900000003,221.899994
563,4/12/18,81.32,220.460007,285.559998,224.24000499999997
564,4/13/18,81.440002,222.020004,287.619995,224.27999900000003
565,4/16/18,83.129997,225.270004,289.950012,230.32000699999998
566,4/17/18,84.68,229.520004,296.290009,238.55000299999998
567,4/18/18,85.239998,230.649994,298.299988,236.399994
568,4/19/18,84.849998,227.669998,295.0,235.75999500000003
569,4/20/18,85.300003,226.07000699999998,294.119995,235.059998
570,4/23/18,85.309998,227.19999700000002,294.5,234.33999599999999
571,4/24/18,84.690002,225.0,293.950012,234.22000099999997
572,4/25/18,83.660004,238.83999599999999,297.390015,234.899994
573,4/26/18,83.599998,237.0,296.230011,237.02999900000003
574,4/27/18,84.910004,239.149994,296.890015,240.17999300000002
575,4/30/18,83.25,235.99000499999997,294.179993,236.399994
576,5/1/18,82.410004,235.52999900000003,295.190002,236.850006
577,5/2/18,82.879997,229.17999300000002,287.670013,233.460007
578,5/3/18,83.83000200000001,230.770004,286.679993,234.149994
579,5/4/18,83.91999799999999,233.17999300000002,287.390015,235.899994
580,5/7/18,82.540001,229.25999500000003,283.769989,233.77999900000003
581,5/8/18,82.379997,224.100006,278.809998,232.02999900000003
582,5/9/18,81.959999,221.770004,273.25,229.210007
583,5/10/18,83.099998,225.669998,281.899994,233.710007
584,5/11/18,83.800003,232.05000299999998,284.72000099999997,238.27999900000003
585,5/14/18,85.050003,232.309998,289.630005,242.899994
586,5/15/18,85.08000200000001,230.86999500000002,290.410004,239.5
587,5/16/18,84.82,232.399994,289.820007,241.72000099999997
588,5/17/18,87.089996,231.789993,290.920013,242.960007
589,5/18/18,87.599998,231.86999500000002,292.869995,244.63999900000002
590,5/21/18,86.470001,233.649994,294.640015,247.899994
591,5/22/18,84.540001,233.92999300000002,292.390015,245.17999300000002
592,5/23/18,84.889999,232.059998,291.890015,244.25999500000003
593,5/24/18,84.290001,230.61999500000002,293.690002,242.729996
594,5/25/18,87.230003,232.38999900000002,294.410004,244.94999700000002
595,5/29/18,87.040001,229.289993,292.359985,242.169998
596,5/30/18,87.82,231.580002,296.380005,244.940002
597,5/31/18,84.93,221.419998,290.980011,241.50999500000003
598,6/1/18,85.18,221.5,289.679993,243.350006
599,6/4/18,84.970001,225.24000499999997,294.140015,244.63000499999998
600,6/5/18,85.639999,227.86999500000002,293.940002,244.42999300000002
601,6/6/18,86.389999,227.86000099999998,295.329987,248.649994
602,6/7/18,86.690002,229.58999599999999,296.399994,248.979996
603,6/8/18,87.66999799999999,228.30000299999998,297.890015,250.67999300000002
604,6/11/18,90.839996,232.330002,301.48999,253.77999900000003
605,6/12/18,95.160004,231.67999300000002,305.910004,253.580002
606,6/13/18,95.870003,236.30000299999998,306.410004,252.86999500000002
607,6/14/18,96.239998,241.74000499999997,304.429993,255.330002
608,6/15/18,95.440002,245.16000400000001,306.950012,255.979996
609,6/18/18,96.540001,244.039993,305.100006,254.86999500000002
610,6/19/18,96.860001,244.49000499999997,299.809998,253.020004
611,6/20/18,98.0,243.94999700000002,300.25,252.809998
612,6/21/18,98.68,243.080002,298.670013,251.88999900000002
613,6/22/18,101.480003,244.82000699999998,299.980011,254.36999500000002
614,6/25/18,101.18,243.33999599999999,299.829987,250.710007
615,6/26/18,99.410004,241.270004,296.790009,249.770004
616,6/27/18,98.059998,240.539993,298.790009,248.169998
617,6/28/18,98.519997,239.270004,296.98999,244.899994
618,6/29/18,97.940002,238.02999900000003,297.630005,245.33999599999999
619,7/2/18,98.709999,238.270004,298.799988,247.479996
620,7/3/18,99.489998,238.729996,300.850006,246.979996
621,7/5/18,100.389999,240.05000299999998,306.160004,250.5
622,7/6/18,100.480003,242.149994,309.019989,250.75999500000003
623,7/9/18,103.68,248.690002,313.070007,253.669998
624,7/10/18,104.389999,249.520004,312.429993,255.539993
625,7/11/18,105.389999,249.580002,315.929993,254.58999599999999
626,7/12/18,106.83000200000001,250.580002,315.709991,256.049988
627,7/13/18,106.940002,250.50999500000003,317.119995,258.700012
628,7/16/18,105.989998,248.27999900000003,315.679993,256.980011
629,7/17/18,105.870003,246.02999900000003,313.890015,250.289993
630,7/18/18,106.239998,248.63000499999998,317.01001,255.419998
631,7/19/18,105.589996,248.63999900000002,318.399994,252.92999300000002
632,7/20/18,106.150002,248.520004,317.809998,252.69999700000002
633,7/23/18,106.91999799999999,248.830002,317.859985,252.74000499999997
634,7/24/18,105.93,246.080002,314.959991,253.75999500000003
635,7/25/18,106.379997,247.92999300000002,316.570007,254.86000099999998
636,7/26/18,106.760002,247.080002,319.109985,257.0
637,7/27/18,104.66999799999999,249.479996,315.100006,255.94999700000002
638,7/30/18,102.739998,252.210007,313.0,253.83999599999999
639,7/31/18,104.089996,253.0,314.179993,253.22000099999997
640,8/1/18,121.940002,252.270004,318.140015,253.36999500000002
641,8/2/18,128.350006,256.52999900000003,321.700012,256.079987
642,8/3/18,126.43,257.950012,324.109985,257.22000099999997
643,8/6/18,127.089996,258.130005,323.089996,256.76001
644,8/7/18,123.349998,257.97000099999997,321.790009,257.649994
645,8/8/18,126.559998,260.540009,324.22000099999997,258.809998
646,8/9/18,127.75,261.130005,323.709991,261.589996
647,8/10/18,129.009995,260.040009,325.040009,260.359985
648,8/13/18,132.029999,262.940002,324.070007,260.910004
649,8/14/18,133.919998,264.97000099999997,329.339996,263.480011
650,8/15/18,134.009995,264.170013,326.100006,260.609985
651,8/16/18,134.149994,266.52999900000003,330.079987,263.100006
652,8/17/18,134.830002,263.950012,324.619995,262.329987
653,8/20/18,135.869995,263.170013,326.390015,262.399994
654,8/21/18,138.699997,262.600006,325.97000099999997,261.690002
655,8/22/18,139.440002,262.940002,324.179993,260.73999
656,8/23/18,139.570007,264.27999900000003,329.049988,261.420013
657,8/24/18,138.08999599999999,265.380005,331.440002,264.27999900000003
658,8/27/18,139.679993,266.230011,332.369995,267.079987
659,8/28/18,140.16000400000001,266.709991,333.23999,268.51001
660,8/29/18,138.899994,267.130005,334.559998,269.0
661,8/30/18,138.33999599999999,265.01001,332.369995,268.390015
662,8/31/18,138.0,264.730011,333.26001,268.459991
663,9/4/18,137.720001,263.700012,333.089996,268.51001
664,9/5/18,137.479996,267.850006,332.880005,267.640015
665,9/6/18,141.03999299999998,270.890015,333.880005,269.649994
666,9/7/18,140.669998,271.899994,337.130005,268.27999900000003
667,9/10/18,140.440002,262.589996,328.700012,259.730011
668,9/11/18,145.41000400000001,264.170013,332.880005,261.040009
669,9/12/18,146.520004,266.339996,331.570007,262.670013
670,9/13/18,149.740005,270.339996,337.929993,265.48999
671,9/14/18,151.729996,270.77999900000003,337.23999,265.309998
672,9/17/18,146.83999599999999,269.630005,334.040009,263.869995
673,9/18/18,148.770004,270.97000099999997,335.98999,263.290009
674,9/19/18,147.669998,271.850006,335.799988,265.329987
675,9/20/18,148.33999599999999,274.119995,337.660004,266.390015
676,9/21/18,152.720001,272.519989,337.76001,266.670013
677,9/24/18,151.779999,273.230011,340.609985,267.359985
678,9/25/18,149.830002,270.25,333.820007,263.51001
679,9/26/18,148.110001,269.459991,332.910004,262.910004
680,9/27/18,148.020004,271.640015,335.079987,264.649994
681,9/28/18,148.699997,274.049988,338.519989,266.040009
682,10/1/18,148.139999,276.200012,338.429993,269.100006
683,10/2/18,146.5,276.119995,336.390015,270.630005
684,10/3/18,144.66000400000001,276.23999,332.630005,270.899994
685,10/4/18,142.899994,274.98999,331.22000099999997,268.320007
686,10/5/18,144.0,275.920013,331.140015,269.200012
687,10/8/18,143.380005,277.390015,333.660004,269.01001
688,10/9/18,143.66000400000001,279.179993,335.140015,270.109985
689,10/10/18,138.619995,272.649994,328.799988,263.079987
690,10/11/18,138.78999299999998,268.519989,319.910004,257.119995
691,10/12/18,139.53999299999998,271.410004,318.350006,259.609985
692,10/15/18,138.570007,267.380005,317.01001,260.25
693,10/16/18,143.58999599999999,278.420013,328.350006,272.570007
694,10/17/18,143.130005,279.579987,328.079987,267.299988
695,10/18/18,142.399994,281.190002,332.309998,266.809998
696,10/19/18,134.559998,279.149994,328.380005,265.299988
697,10/22/18,134.080002,275.730011,326.649994,262.190002
698,10/23/18,133.350006,274.089996,325.829987,264.859985
699,10/24/18,129.149994,265.429993,317.73999,256.320007
700,10/25/18,132.470001,270.929993,321.579987,264.23999
701,10/26/18,127.589996,265.75,318.25,258.179993
702,10/29/18,124.620003,263.519989,317.609985,256.519989
703,10/30/18,125.800003,265.48999,323.5,258.27999900000003
704,10/31/18,126.769997,275.570007,320.410004,261.350006
705,11/1/18,124.790001,265.929993,320.869995,260.929993
706,11/2/18,123.0,268.0,323.049988,261.01001
707,11/5/18,124.720001,269.179993,326.609985,261.01001
708,11/6/18,124.230003,272.01001,331.809998,263.540009
709,11/7/18,137.320007,289.940002,353.980011,274.630005
710,11/8/18,136.03999299999998,287.369995,339.589996,276.649994
711,11/9/18,134.16000400000001,287.059998,338.950012,276.549988
712,11/12/18,132.91000400000001,282.670013,337.649994,272.380005
713,11/13/18,135.360001,280.25,334.070007,269.22000099999997
714,11/14/18,126.93,280.100006,320.410004,264.959991
715,11/15/18,126.199997,284.140015,318.01001,264.940002
716,11/16/18,124.849998,286.329987,319.730011,271.109985
717,11/19/18,118.209999,281.790009,310.399994,266.049988
718,11/20/18,120.550003,277.859985,307.22000099999997,261.5
719,11/21/18,125.589996,278.950012,305.100006,260.549988
720,11/23/18,128.830002,280.73999,305.920013,261.619995
721,11/26/18,128.440002,281.329987,313.549988,266.160004
722,11/27/18,127.260002,282.079987,309.630005,271.149994
723,11/28/18,132.860001,291.299988,328.899994,280.950012
724,11/29/18,138.119995,292.170013,330.290009,282.549988
725,11/30/18,139.71000700000002,290.070007,329.47000099999997,281.359985
726,12/3/18,138.46000700000002,296.25,333.480011,286.329987
727,12/4/18,140.0,292.920013,324.47000099999997,278.549988
728,12/6/18,136.509995,287.410004,316.269989,276.850006
729,12/7/18,132.800003,280.52999900000003,306.0,269.179993
730,12/10/18,133.179993,276.660004,307.320007,266.52999900000003
731,12/11/18,135.75,276.23999,306.070007,267.22000099999997
732,12/12/18,141.75,278.559998,310.519989,270.640015
733,12/13/18,142.78999299999998,280.450012,312.5,272.149994
734,12/14/18,131.720001,275.579987,299.929993,265.019989
735,12/17/18,120.0,266.690002,303.22000099999997,258.070007
736,12/18/18,118.360001,259.359985,292.019989,252.97000099999997
737,12/19/18,117.279999,257.609985,283.290009,250.309998
738,12/20/18,114.529999,252.11000099999998,278.089996,242.440002
739,12/21/18,110.379997,251.960007,274.640015,238.33999599999999
740,12/24/18,107.910004,249.0,273.359985,232.940002
741,12/26/18,114.760002,259.399994,282.609985,243.350006
742,12/27/18,114.459999,260.880005,284.429993,245.97000099999997
743,12/28/18,113.660004,259.079987,282.27999900000003,246.24000499999997
744,12/31/18,116.220001,262.630005,286.480011,249.11999500000002
745,1/2/19,112.889999,255.020004,281.589996,243.49000499999997
746,1/3/19,105.900002,248.419998,269.700012,236.850006
747,1/4/19,109.660004,249.91000400000001,276.619995,239.61999500000002
748,1/7/19,117.75,250.350006,276.579987,240.080002
749,1/8/19,128.309998,249.460007,274.929993,243.289993
750,1/9/19,130.58999599999999,251.350006,276.25,243.63999900000002
751,1/10/19,133.03999299999998,252.270004,275.019989,244.86999500000002
752,1/11/19,133.380005,256.640015,283.47000099999997,247.669998
753,1/14/19,132.75,255.11999500000002,282.079987,248.059998
754,1/15/19,135.110001,260.350006,288.609985,256.869995
755,1/16/19,135.970001,261.920013,293.299988,261.459991
756,1/17/19,135.399994,261.890015,291.019989,259.769989
757,1/18/19,136.96000700000002,266.119995,295.559998,265.5
758,1/22/19,134.570007,264.570007,298.77999900000003,265.690002
759,1/23/19,133.869995,268.100006,299.27999900000003,267.019989
760,1/24/19,133.699997,265.600006,300.52999900000003,266.130005
761,1/25/19,135.320007,272.679993,300.679993,268.049988
762,1/28/19,136.130005,270.01001,301.630005,266.769989
763,1/29/19,134.600006,272.709991,300.820007,267.339996
764,1/30/19,134.0,297.559998,306.390015,270.369995
765,1/31/19,132.979996,303.0,308.98999,270.200012
766,2/1/19,138.860001,303.290009,306.299988,268.72000099999997
767,2/4/19,136.360001,304.209991,305.959991,268.209991
768,2/5/19,138.570007,303.549988,303.410004,266.309998
769,2/6/19,138.279999,311.359985,301.769989,269.5
770,2/7/19,137.800003,308.049988,303.97000099999997,269.0
771,2/8/19,136.899994,304.25,298.890015,261.899994
772,2/11/19,137.08999599999999,302.170013,293.76001,257.140015
773,2/12/19,129.389999,306.440002,296.329987,263.5
774,2/13/19,137.009995,305.700012,299.350006,263.799988
775,2/14/19,136.080002,308.170013,301.559998,265.329987
776,2/15/19,135.33999599999999,311.579987,310.299988,271.130005
777,2/19/19,134.860001,311.600006,305.399994,270.410004
778,2/20/19,137.669998,312.950012,308.880005,269.51001
779,2/21/19,136.570007,311.299988,307.559998,266.399994
780,2/22/19,141.729996,316.790009,309.679993,267.109985
781,2/25/19,145.600006,314.399994,304.869995,264.600006
782,2/26/19,145.830002,317.420013,302.350006,262.980011
783,2/27/19,140.330002,306.070007,287.97000099999997,250.080002
784,2/28/19,134.630005,300.730011,285.040009,242.22000099999997
785,3/1/19,138.399994,307.679993,291.019989,246.149994
786,3/4/19,132.729996,292.589996,277.660004,236.020004
787,3/5/19,134.080002,298.690002,277.230011,241.42999300000002
788,3/6/19,129.449997,294.459991,272.100006,239.07000699999998
789,3/7/19,130.33999599999999,291.420013,268.440002,236.69999700000002
790,3/8/19,132.550003,295.040009,268.269989,237.289993
791,3/11/19,135.850006,295.97000099999997,273.100006,243.149994
792,3/12/19,138.940002,296.980011,274.450012,245.88000499999998
793,3/13/19,141.770004,303.609985,283.02999900000003,252.25
794,3/14/19,140.130005,305.450012,279.820007,253.270004
795,3/15/19,139.399994,303.0,280.140015,251.399994
796,3/18/19,143.020004,308.230011,282.170013,255.0
797,3/19/19,145.630005,307.98999,286.660004,257.130005
798,3/20/19,142.580002,303.01001,275.309998,250.5
799,3/21/19,148.28999299999998,304.859985,276.76001,252.020004
800,3/22/19,146.479996,301.51001,272.600006,247.08999599999999
801,3/25/19,144.229996,297.75,270.160004,246.86000099999998
802,3/26/19,130.21000700000002,288.299988,262.910004,243.38999900000002
803,3/27/19,133.080002,283.0,262.890015,241.710007
804,3/28/19,138.199997,282.350006,262.609985,242.229996
805,3/29/19,141.96000700000002,286.980011,266.0,247.25999500000003
806,4/1/19,144.699997,288.329987,268.329987,245.539993
807,4/2/19,142.690002,288.200012,262.320007,244.41000400000001
808,4/3/19,145.070007,287.660004,263.76001,245.83999599999999
809,4/4/19,145.279999,291.200012,271.369995,247.38999900000002
810,4/5/19,147.360001,293.309998,276.480011,248.77999900000003
811,4/8/19,147.490005,289.5,273.559998,248.75
812,4/9/19,145.600006,290.100006,274.630005,248.789993
813,4/10/19,145.240005,288.040009,266.5,246.02999900000003
814,4/11/19,141.529999,276.290009,260.73999,235.419998
815,4/12/19,129.389999,252.850006,253.309998,223.22000099999997
816,4/15/19,131.979996,262.880005,254.0,230.19999700000002
817,4/16/19,122.089996,245.13000499999998,235.100006,220.960007
818,4/17/19,116.66999799999999,236.25,232.88999900000002,216.83999599999999
819,4/18/19,120.68,239.61999500000002,240.690002,221.75
820,4/22/19,121.220001,244.0,242.600006,227.11000099999998
821,4/23/19,123.949997,250.63999900000002,248.44999700000002,230.580002
822,4/24/19,123.720001,251.0,249.88999900000002,230.350006
823,4/25/19,124.269997,255.91000400000001,251.86000099999998,230.789993
824,4/26/19,128.490005,266.399994,258.0,237.0
825,4/29/19,128.729996,266.290009,256.839996,237.44999700000002
826,4/30/19,129.630005,263.02999900000003,255.41000400000001,233.07000699999998
827,5/1/19,126.800003,260.72000099999997,246.16000400000001,231.94999700000002
828,5/2/19,126.75,261.589996,247.38000499999998,232.44999700000002
829,5/3/19,128.259995,261.700012,249.5,231.94999700000002
830,5/6/19,130.0,268.700012,249.649994,240.5
831,5/7/19,127.040001,264.890015,245.27999900000003,238.05000299999998
832,5/8/19,129.46000700000002,264.649994,247.77999900000003,239.149994
833,5/9/19,128.380005,266.049988,243.88999900000002,237.97000099999997
834,5/10/19,129.130005,268.309998,244.059998,240.58999599999999
835,5/13/19,126.540001,261.200012,235.67999300000002,239.55000299999998
836,5/14/19,128.389999,261.329987,235.11000099999998,236.42999300000002
837,5/15/19,129.600006,258.649994,243.67999300000002,236.080002
838,5/16/19,129.75,263.820007,242.22000099999997,236.789993
839,5/17/19,129.690002,265.070007,247.82000699999998,241.38000499999998
840,5/20/19,129.759995,266.309998,250.02999900000003,245.99000499999997
841,5/21/19,134.399994,277.059998,256.76001,249.940002
842,5/22/19,133.880005,277.140015,260.730011,249.33999599999999
843,5/23/19,127.449997,277.72000099999997,259.5,246.5
844,5/24/19,132.139999,277.25,263.329987,247.63000499999998
845,5/28/19,132.0,272.26001,252.05000299999998,242.059998
846,5/29/19,131.119995,275.570007,251.039993,242.399994
847,5/30/19,134.770004,277.820007,247.86000099999998,243.5
848,5/31/19,142.259995,277.980011,244.86000099999998,241.80000299999998
849,6/3/19,145.130005,276.440002,250.32000699999998,236.559998
850,6/4/19,152.559998,279.809998,252.830002,240.75999500000003
851,6/5/19,153.33999599999999,276.920013,251.92999300000002,242.770004
852,6/6/19,155.279999,277.5,246.850006,241.82000699999998
853,6/7/19,153.729996,278.130005,248.86999500000002,246.770004
854,6/10/19,152.550003,282.140015,249.669998,248.13999900000002
855,6/11/19,152.059998,283.450012,243.210007,245.86999500000002
856,6/12/19,147.91000400000001,281.100006,246.080002,244.5
857,6/13/19,148.080002,285.100006,254.729996,244.960007
858,6/14/19,144.929993,285.320007,251.830002,245.36999500000002
859,6/17/19,146.58999599999999,287.450012,254.770004,245.97000099999997
860,6/18/19,145.850006,288.329987,257.959991,245.69999700000002
861,6/19/19,146.369995,291.070007,256.790009,250.190002
862,6/20/19,146.440002,291.230011,258.829987,247.75999500000003
863,6/21/19,150.800003,293.76001,270.209991,252.27999900000003
864,6/24/19,147.330002,290.52999900000003,267.27999900000003,249.63999900000002
865,6/25/19,145.350006,285.179993,261.839996,247.66000400000001
866,6/26/19,137.78999299999998,278.839996,261.950012,243.47000099999997
867,6/27/19,141.33999599999999,282.420013,264.600006,246.33999599999999
868,6/28/19,143.139999,282.209991,265.299988,244.00999500000003
869,7/1/19,140.309998,282.72000099999997,261.140015,242.63999900000002
870,7/2/19,140.860001,280.660004,259.429993,243.97000099999997
871,7/3/19,142.529999,282.77999900000003,262.51001,245.210007
872,7/5/19,143.570007,284.059998,264.649994,246.99000499999997
873,7/8/19,139.850006,284.73999,264.149994,247.83999599999999
874,7/9/19,136.779999,284.160004,260.140015,246.0
875,7/10/19,137.869995,287.920013,267.910004,247.479996
876,7/11/19,143.330002,303.880005,280.190002,261.160004
877,7/12/19,144.869995,310.480011,291.25,265.899994
878,7/15/19,142.020004,306.850006,285.320007,265.959991
879,7/16/19,141.270004,305.410004,284.299988,264.660004
880,7/17/19,140.669998,304.690002,281.980011,266.649994
881,7/18/19,142.08999599999999,304.570007,283.329987,260.600006
882,7/19/19,140.380005,302.119995,281.670013,256.649994
883,7/22/19,141.0,301.77999900000003,282.190002,255.32000699999998
884,7/23/19,141.21000700000002,302.589996,281.670013,255.00999500000003
885,7/24/19,136.399994,288.910004,276.089996,251.13000499999998
886,7/25/19,135.470001,293.950012,274.440002,248.69999700000002
887,7/26/19,139.860001,299.980011,276.869995,252.940002
888,7/29/19,138.919998,298.320007,281.019989,253.82000699999998
889,7/30/19,137.5,299.640015,284.519989,254.92999300000002
890,7/31/19,132.779999,294.609985,296.75,249.00999500000003
891,8/1/19,130.240005,292.950012,298.190002,249.25
892,8/2/19,129.240005,290.570007,293.929993,250.05000299999998
893,8/5/19,123.949997,283.619995,286.679993,245.059998
894,8/6/19,127.260002,291.040009,292.25,248.27999900000003
895,8/7/19,131.5,286.5,293.890015,246.44999700000002
896,8/8/19,135.21000700000002,288.649994,295.25,247.61999500000002
897,8/9/19,134.440002,287.329987,297.77999900000003,248.63000499999998
898,8/12/19,133.949997,282.0,295.5,243.19999700000002
899,8/13/19,137.279999,286.899994,304.869995,249.22000099999997
900,8/14/19,134.320007,272.899994,296.299988,243.19999700000002
901,8/15/19,133.940002,274.109985,291.059998,244.25
902,8/16/19,136.679993,275.540009,297.0,245.690002
903,8/19/19,138.919998,273.410004,298.570007,244.710007
904,8/20/19,131.529999,266.570007,294.420013,240.16000400000001
905,8/21/19,133.259995,267.880005,298.0,240.350006
906,8/22/19,129.58999599999999,261.059998,288.820007,232.940002
907,8/23/19,127.33000200000001,260.380005,286.959991,230.66000400000001
908,8/26/19,127.629997,260.51001,288.790009,231.080002
909,8/27/19,125.900002,251.30000299999998,272.059998,222.92999300000002
910,8/28/19,126.91999799999999,253.809998,276.079987,227.350006
911,8/29/19,129.899994,259.790009,279.48999,230.61999500000002
912,8/30/19,130.279999,261.519989,283.209991,234.0
913,9/3/19,127.339996,258.100006,280.359985,230.61999500000002
914,9/4/19,122.839996,254.229996,274.179993,226.729996
915,9/5/19,122.980003,251.22000099999997,274.709991,229.58999599999999
916,9/6/19,119.68,249.38000499999998,273.51001,229.0
917,9/9/19,118.589996,250.44999700000002,275.690002,230.67999300000002
918,9/10/19,120.0,252.58999599999999,276.850006,232.460007
919,9/11/19,118.75,249.809998,276.809998,234.210007
920,9/12/19,113.940002,248.16000400000001,268.380005,230.100006
921,9/13/19,114.959999,253.080002,274.690002,233.61000099999998
922,9/16/19,115.93,258.579987,278.27999900000003,234.42999300000002
923,9/17/19,115.25,257.290009,273.77999900000003,232.520004
