t,Date,MOH(t),ANTM(t),HUM(t),UNH(t),MOH(t-1),ANTM(t-1),HUM(t-1),UNH(t-1),MOH(t-2),ANTM(t-2),HUM(t-2),UNH(t-2),MOH(t-3),ANTM(t-3),HUM(t-3),UNH(t-3),Y(t)
655,8/27/18,139.679993,266.230011,332.369995,267.079987,138.08999599999999,265.380005,331.440002,264.27999900000003,139.570007,264.27999900000003,329.049988,261.420013,139.440002,262.940002,324.179993,260.73999,268.51001
656,8/28/18,140.16000400000001,266.709991,333.23999,268.51001,139.679993,266.230011,332.369995,267.079987,138.08999599999999,265.380005,331.440002,264.27999900000003,139.570007,264.27999900000003,329.049988,261.420013,269.0
657,8/29/18,138.899994,267.130005,334.559998,269.0,140.16000400000001,266.709991,333.23999,268.51001,139.679993,266.230011,332.369995,267.079987,138.08999599999999,265.380005,331.440002,264.27999900000003,268.390015
658,8/30/18,138.33999599999999,265.01001,332.369995,268.390015,138.899994,267.130005,334.559998,269.0,140.16000400000001,266.709991,333.23999,268.51001,139.679993,266.230011,332.369995,267.079987,268.459991
659,8/31/18,138.0,264.730011,333.26001,268.459991,138.33999599999999,265.01001,332.369995,268.390015,138.899994,267.130005,334.559998,269.0,140.16000400000001,266.709991,333.23999,268.51001,268.51001
660,9/4/18,137.720001,263.700012,333.089996,268.51001,138.0,264.730011,333.26001,268.459991,138.33999599999999,265.01001,332.369995,268.390015,138.899994,267.130005,334.559998,269.0,267.640015
661,9/5/18,137.479996,267.850006,332.880005,267.640015,137.720001,263.700012,333.089996,268.51001,138.0,264.730011,333.26001,268.459991,138.33999599999999,265.01001,332.369995,268.390015,269.649994
662,9/6/18,141.03999299999998,270.890015,333.880005,269.649994,137.479996,267.850006,332.880005,267.640015,137.720001,263.700012,333.089996,268.51001,138.0,264.730011,333.26001,268.459991,268.27999900000003
663,9/7/18,140.669998,271.899994,337.130005,268.27999900000003,141.03999299999998,270.890015,333.880005,269.649994,137.479996,267.850006,332.880005,267.640015,137.720001,263.700012,333.089996,268.51001,259.730011
664,9/10/18,140.440002,262.589996,328.700012,259.730011,140.669998,271.899994,337.130005,268.27999900000003,141.03999299999998,270.890015,333.880005,269.649994,137.479996,267.850006,332.880005,267.640015,261.040009
665,9/11/18,145.41000400000001,264.170013,332.880005,261.040009,140.440002,262.589996,328.700012,259.730011,140.669998,271.899994,337.130005,268.27999900000003,141.03999299999998,270.890015,333.880005,269.649994,262.670013
666,9/12/18,146.520004,266.339996,331.570007,262.670013,145.41000400000001,264.170013,332.880005,261.040009,140.440002,262.589996,328.700012,259.730011,140.669998,271.899994,337.130005,268.27999900000003,265.48999
667,9/13/18,149.740005,270.339996,337.929993,265.48999,146.520004,266.339996,331.570007,262.670013,145.41000400000001,264.170013,332.880005,261.040009,140.440002,262.589996,328.700012,259.730011,265.309998
668,9/14/18,151.729996,270.77999900000003,337.23999,265.309998,149.740005,270.339996,337.929993,265.48999,146.520004,266.339996,331.570007,262.670013,145.41000400000001,264.170013,332.880005,261.040009,263.869995
669,9/17/18,146.83999599999999,269.630005,334.040009,263.869995,151.729996,270.77999900000003,337.23999,265.309998,149.740005,270.339996,337.929993,265.48999,146.520004,266.339996,331.570007,262.670013,263.290009
670,9/18/18,148.770004,270.97000099999997,335.98999,263.290009,146.83999599999999,269.630005,334.040009,263.869995,151.729996,270.77999900000003,337.23999,265.309998,149.740005,270.339996,337.929993,265.48999,265.329987
671,9/19/18,147.669998,271.850006,335.799988,265.329987,148.770004,270.97000099999997,335.98999,263.290009,146.83999599999999,269.630005,334.040009,263.869995,151.729996,270.77999900000003,337.23999,265.309998,266.390015
672,9/20/18,148.33999599999999,274.119995,337.660004,266.390015,147.669998,271.850006,335.799988,265.329987,148.770004,270.97000099999997,335.98999,263.290009,146.83999599999999,269.630005,334.040009,263.869995,266.670013
673,9/21/18,152.720001,272.519989,337.76001,266.670013,148.33999599999999,274.119995,337.660004,266.390015,147.669998,271.850006,335.799988,265.329987,148.770004,270.97000099999997,335.98999,263.290009,267.359985
674,9/24/18,151.779999,273.230011,340.609985,267.359985,152.720001,272.519989,337.76001,266.670013,148.33999599999999,274.119995,337.660004,266.390015,147.669998,271.850006,335.799988,265.329987,263.51001
675,9/25/18,149.830002,270.25,333.820007,263.51001,151.779999,273.230011,340.609985,267.359985,152.720001,272.519989,337.76001,266.670013,148.33999599999999,274.119995,337.660004,266.390015,262.910004
676,9/26/18,148.110001,269.459991,332.910004,262.910004,149.830002,270.25,333.820007,263.51001,151.779999,273.230011,340.609985,267.359985,152.720001,272.519989,337.76001,266.670013,264.649994
677,9/27/18,148.020004,271.640015,335.079987,264.649994,148.110001,269.459991,332.910004,262.910004,149.830002,270.25,333.820007,263.51001,151.779999,273.230011,340.609985,267.359985,266.040009
678,9/28/18,148.699997,274.049988,338.519989,266.040009,148.020004,271.640015,335.079987,264.649994,148.110001,269.459991,332.910004,262.910004,149.830002,270.25,333.820007,263.51001,269.100006
679,10/1/18,148.139999,276.200012,338.429993,269.100006,148.699997,274.049988,338.519989,266.040009,148.020004,271.640015,335.079987,264.649994,148.110001,269.459991,332.910004,262.910004,270.630005
680,10/2/18,146.5,276.119995,336.390015,270.630005,148.139999,276.200012,338.429993,269.100006,148.699997,274.049988,338.519989,266.040009,148.020004,271.640015,335.079987,264.649994,270.899994
681,10/3/18,144.66000400000001,276.23999,332.630005,270.899994,146.5,276.119995,336.390015,270.630005,148.139999,276.200012,338.429993,269.100006,148.699997,274.049988,338.519989,266.040009,268.320007
682,10/4/18,142.899994,274.98999,331.22000099999997,268.320007,144.66000400000001,276.23999,332.630005,270.899994,146.5,276.119995,336.390015,270.630005,148.139999,276.200012,338.429993,269.100006,269.200012
683,10/5/18,144.0,275.920013,331.140015,269.200012,142.899994,274.98999,331.22000099999997,268.320007,144.66000400000001,276.23999,332.630005,270.899994,146.5,276.119995,336.390015,270.630005,269.01001
684,10/8/18,143.380005,277.390015,333.660004,269.01001,144.0,275.920013,331.140015,269.200012,142.899994,274.98999,331.22000099999997,268.320007,144.66000400000001,276.23999,332.630005,270.899994,270.109985
685,10/9/18,143.66000400000001,279.179993,335.140015,270.109985,143.380005,277.390015,333.660004,269.01001,144.0,275.920013,331.140015,269.200012,142.899994,274.98999,331.22000099999997,268.320007,263.079987
686,10/10/18,138.619995,272.649994,328.799988,263.079987,143.66000400000001,279.179993,335.140015,270.109985,143.380005,277.390015,333.660004,269.01001,144.0,275.920013,331.140015,269.200012,257.119995
687,10/11/18,138.78999299999998,268.519989,319.910004,257.119995,138.619995,272.649994,328.799988,263.079987,143.66000400000001,279.179993,335.140015,270.109985,143.380005,277.390015,333.660004,269.01001,259.609985
688,10/12/18,139.53999299999998,271.410004,318.350006,259.609985,138.78999299999998,268.519989,319.910004,257.119995,138.619995,272.649994,328.799988,263.079987,143.66000400000001,279.179993,335.140015,270.109985,260.25
689,10/15/18,138.570007,267.380005,317.01001,260.25,139.53999299999998,271.410004,318.350006,259.609985,138.78999299999998,268.519989,319.910004,257.119995,138.619995,272.649994,328.799988,263.079987,272.570007
690,10/16/18,143.58999599999999,278.420013,328.350006,272.570007,138.570007,267.380005,317.01001,260.25,139.53999299999998,271.410004,318.350006,259.609985,138.78999299999998,268.519989,319.910004,257.119995,267.299988
691,10/17/18,143.130005,279.579987,328.079987,267.299988,143.58999599999999,278.420013,328.350006,272.570007,138.570007,267.380005,317.01001,260.25,139.53999299999998,271.410004,318.350006,259.609985,266.809998
692,10/18/18,142.399994,281.190002,332.309998,266.809998,143.130005,279.579987,328.079987,267.299988,143.58999599999999,278.420013,328.350006,272.570007,138.570007,267.380005,317.01001,260.25,265.299988
693,10/19/18,134.559998,279.149994,328.380005,265.299988,142.399994,281.190002,332.309998,266.809998,143.130005,279.579987,328.079987,267.299988,143.58999599999999,278.420013,328.350006,272.570007,262.190002
694,10/22/18,134.080002,275.730011,326.649994,262.190002,134.559998,279.149994,328.380005,265.299988,142.399994,281.190002,332.309998,266.809998,143.130005,279.579987,328.079987,267.299988,264.859985
695,10/23/18,133.350006,274.089996,325.829987,264.859985,134.080002,275.730011,326.649994,262.190002,134.559998,279.149994,328.380005,265.299988,142.399994,281.190002,332.309998,266.809998,256.320007
696,10/24/18,129.149994,265.429993,317.73999,256.320007,133.350006,274.089996,325.829987,264.859985,134.080002,275.730011,326.649994,262.190002,134.559998,279.149994,328.380005,265.299988,264.23999
697,10/25/18,132.470001,270.929993,321.579987,264.23999,129.149994,265.429993,317.73999,256.320007,133.350006,274.089996,325.829987,264.859985,134.080002,275.730011,326.649994,262.190002,258.179993
698,10/26/18,127.589996,265.75,318.25,258.179993,132.470001,270.929993,321.579987,264.23999,129.149994,265.429993,317.73999,256.320007,133.350006,274.089996,325.829987,264.859985,256.519989
699,10/29/18,124.620003,263.519989,317.609985,256.519989,127.589996,265.75,318.25,258.179993,132.470001,270.929993,321.579987,264.23999,129.149994,265.429993,317.73999,256.320007,258.27999900000003
700,10/30/18,125.800003,265.48999,323.5,258.27999900000003,124.620003,263.519989,317.609985,256.519989,127.589996,265.75,318.25,258.179993,132.470001,270.929993,321.579987,264.23999,261.350006
701,10/31/18,126.769997,275.570007,320.410004,261.350006,125.800003,265.48999,323.5,258.27999900000003,124.620003,263.519989,317.609985,256.519989,127.589996,265.75,318.25,258.179993,260.929993
702,11/1/18,124.790001,265.929993,320.869995,260.929993,126.769997,275.570007,320.410004,261.350006,125.800003,265.48999,323.5,258.27999900000003,124.620003,263.519989,317.609985,256.519989,261.01001
703,11/2/18,123.0,268.0,323.049988,261.01001,124.790001,265.929993,320.869995,260.929993,126.769997,275.570007,320.410004,261.350006,125.800003,265.48999,323.5,258.27999900000003,261.01001
704,11/5/18,124.720001,269.179993,326.609985,261.01001,123.0,268.0,323.049988,261.01001,124.790001,265.929993,320.869995,260.929993,126.769997,275.570007,320.410004,261.350006,263.540009
705,11/6/18,124.230003,272.01001,331.809998,263.540009,124.720001,269.179993,326.609985,261.01001,123.0,268.0,323.049988,261.01001,124.790001,265.929993,320.869995,260.929993,274.630005
706,11/7/18,137.320007,289.940002,353.980011,274.630005,124.230003,272.01001,331.809998,263.540009,124.720001,269.179993,326.609985,261.01001,123.0,268.0,323.049988,261.01001,276.649994
707,11/8/18,136.03999299999998,287.369995,339.589996,276.649994,137.320007,289.940002,353.980011,274.630005,124.230003,272.01001,331.809998,263.540009,124.720001,269.179993,326.609985,261.01001,276.549988
708,11/9/18,134.16000400000001,287.059998,338.950012,276.549988,136.03999299999998,287.369995,339.589996,276.649994,137.320007,289.940002,353.980011,274.630005,124.230003,272.01001,331.809998,263.540009,272.380005
709,11/12/18,132.91000400000001,282.670013,337.649994,272.380005,134.16000400000001,287.059998,338.950012,276.549988,136.03999299999998,287.369995,339.589996,276.649994,137.320007,289.940002,353.980011,274.630005,269.22000099999997
710,11/13/18,135.360001,280.25,334.070007,269.22000099999997,132.91000400000001,282.670013,337.649994,272.380005,134.16000400000001,287.059998,338.950012,276.549988,136.03999299999998,287.369995,339.589996,276.649994,264.959991
711,11/14/18,126.93,280.100006,320.410004,264.959991,135.360001,280.25,334.070007,269.22000099999997,132.91000400000001,282.670013,337.649994,272.380005,134.16000400000001,287.059998,338.950012,276.549988,264.940002
712,11/15/18,126.199997,284.140015,318.01001,264.940002,126.93,280.100006,320.410004,264.959991,135.360001,280.25,334.070007,269.22000099999997,132.91000400000001,282.670013,337.649994,272.380005,271.109985
713,11/16/18,124.849998,286.329987,319.730011,271.109985,126.199997,284.140015,318.01001,264.940002,126.93,280.100006,320.410004,264.959991,135.360001,280.25,334.070007,269.22000099999997,266.049988
714,11/19/18,118.209999,281.790009,310.399994,266.049988,124.849998,286.329987,319.730011,271.109985,126.199997,284.140015,318.01001,264.940002,126.93,280.100006,320.410004,264.959991,261.5
715,11/20/18,120.550003,277.859985,307.22000099999997,261.5,118.209999,281.790009,310.399994,266.049988,124.849998,286.329987,319.730011,271.109985,126.199997,284.140015,318.01001,264.940002,260.549988
716,11/21/18,125.589996,278.950012,305.100006,260.549988,120.550003,277.859985,307.22000099999997,261.5,118.209999,281.790009,310.399994,266.049988,124.849998,286.329987,319.730011,271.109985,261.619995
717,11/23/18,128.830002,280.73999,305.920013,261.619995,125.589996,278.950012,305.100006,260.549988,120.550003,277.859985,307.22000099999997,261.5,118.209999,281.790009,310.399994,266.049988,266.160004
718,11/26/18,128.440002,281.329987,313.549988,266.160004,128.830002,280.73999,305.920013,261.619995,125.589996,278.950012,305.100006,260.549988,120.550003,277.859985,307.22000099999997,261.5,271.149994
719,11/27/18,127.260002,282.079987,309.630005,271.149994,128.440002,281.329987,313.549988,266.160004,128.830002,280.73999,305.920013,261.619995,125.589996,278.950012,305.100006,260.549988,280.950012
720,11/28/18,132.860001,291.299988,328.899994,280.950012,127.260002,282.079987,309.630005,271.149994,128.440002,281.329987,313.549988,266.160004,128.830002,280.73999,305.920013,261.619995,282.549988
721,11/29/18,138.119995,292.170013,330.290009,282.549988,132.860001,291.299988,328.899994,280.950012,127.260002,282.079987,309.630005,271.149994,128.440002,281.329987,313.549988,266.160004,281.359985
722,11/30/18,139.71000700000002,290.070007,329.47000099999997,281.359985,138.119995,292.170013,330.290009,282.549988,132.860001,291.299988,328.899994,280.950012,127.260002,282.079987,309.630005,271.149994,286.329987
723,12/3/18,138.46000700000002,296.25,333.480011,286.329987,139.71000700000002,290.070007,329.47000099999997,281.359985,138.119995,292.170013,330.290009,282.549988,132.860001,291.299988,328.899994,280.950012,278.549988
724,12/4/18,140.0,292.920013,324.47000099999997,278.549988,138.46000700000002,296.25,333.480011,286.329987,139.71000700000002,290.070007,329.47000099999997,281.359985,138.119995,292.170013,330.290009,282.549988,276.850006
725,12/6/18,136.509995,287.410004,316.269989,276.850006,140.0,292.920013,324.47000099999997,278.549988,138.46000700000002,296.25,333.480011,286.329987,139.71000700000002,290.070007,329.47000099999997,281.359985,269.179993
726,12/7/18,132.800003,280.52999900000003,306.0,269.179993,136.509995,287.410004,316.269989,276.850006,140.0,292.920013,324.47000099999997,278.549988,138.46000700000002,296.25,333.480011,286.329987,266.52999900000003
727,12/10/18,133.179993,276.660004,307.320007,266.52999900000003,132.800003,280.52999900000003,306.0,269.179993,136.509995,287.410004,316.269989,276.850006,140.0,292.920013,324.47000099999997,278.549988,267.22000099999997
728,12/11/18,135.75,276.23999,306.070007,267.22000099999997,133.179993,276.660004,307.320007,266.52999900000003,132.800003,280.52999900000003,306.0,269.179993,136.509995,287.410004,316.269989,276.850006,270.640015
729,12/12/18,141.75,278.559998,310.519989,270.640015,135.75,276.23999,306.070007,267.22000099999997,133.179993,276.660004,307.320007,266.52999900000003,132.800003,280.52999900000003,306.0,269.179993,272.149994
730,12/13/18,142.78999299999998,280.450012,312.5,272.149994,141.75,278.559998,310.519989,270.640015,135.75,276.23999,306.070007,267.22000099999997,133.179993,276.660004,307.320007,266.52999900000003,265.019989
731,12/14/18,131.720001,275.579987,299.929993,265.019989,142.78999299999998,280.450012,312.5,272.149994,141.75,278.559998,310.519989,270.640015,135.75,276.23999,306.070007,267.22000099999997,258.070007
732,12/17/18,120.0,266.690002,303.22000099999997,258.070007,131.720001,275.579987,299.929993,265.019989,142.78999299999998,280.450012,312.5,272.149994,141.75,278.559998,310.519989,270.640015,252.97000099999997
733,12/18/18,118.360001,259.359985,292.019989,252.97000099999997,120.0,266.690002,303.22000099999997,258.070007,131.720001,275.579987,299.929993,265.019989,142.78999299999998,280.450012,312.5,272.149994,250.309998
734,12/19/18,117.279999,257.609985,283.290009,250.309998,118.360001,259.359985,292.019989,252.97000099999997,120.0,266.690002,303.22000099999997,258.070007,131.720001,275.579987,299.929993,265.019989,242.440002
735,12/20/18,114.529999,252.11000099999998,278.089996,242.440002,117.279999,257.609985,283.290009,250.309998,118.360001,259.359985,292.019989,252.97000099999997,120.0,266.690002,303.22000099999997,258.070007,238.33999599999999
736,12/21/18,110.379997,251.960007,274.640015,238.33999599999999,114.529999,252.11000099999998,278.089996,242.440002,117.279999,257.609985,283.290009,250.309998,118.360001,259.359985,292.019989,252.97000099999997,232.940002
737,12/24/18,107.910004,249.0,273.359985,232.940002,110.379997,251.960007,274.640015,238.33999599999999,114.529999,252.11000099999998,278.089996,242.440002,117.279999,257.609985,283.290009,250.309998,243.350006
738,12/26/18,114.760002,259.399994,282.609985,243.350006,107.910004,249.0,273.359985,232.940002,110.379997,251.960007,274.640015,238.33999599999999,114.529999,252.11000099999998,278.089996,242.440002,245.97000099999997
739,12/27/18,114.459999,260.880005,284.429993,245.97000099999997,114.760002,259.399994,282.609985,243.350006,107.910004,249.0,273.359985,232.940002,110.379997,251.960007,274.640015,238.33999599999999,246.24000499999997
740,12/28/18,113.660004,259.079987,282.27999900000003,246.24000499999997,114.459999,260.880005,284.429993,245.97000099999997,114.760002,259.399994,282.609985,243.350006,107.910004,249.0,273.359985,232.940002,249.11999500000002
741,12/31/18,116.220001,262.630005,286.480011,249.11999500000002,113.660004,259.079987,282.27999900000003,246.24000499999997,114.459999,260.880005,284.429993,245.97000099999997,114.760002,259.399994,282.609985,243.350006,243.49000499999997
742,1/2/19,112.889999,255.020004,281.589996,243.49000499999997,116.220001,262.630005,286.480011,249.11999500000002,113.660004,259.079987,282.27999900000003,246.24000499999997,114.459999,260.880005,284.429993,245.97000099999997,236.850006
743,1/3/19,105.900002,248.419998,269.700012,236.850006,112.889999,255.020004,281.589996,243.49000499999997,116.220001,262.630005,286.480011,249.11999500000002,113.660004,259.079987,282.27999900000003,246.24000499999997,239.61999500000002
744,1/4/19,109.660004,249.91000400000001,276.619995,239.61999500000002,105.900002,248.419998,269.700012,236.850006,112.889999,255.020004,281.589996,243.49000499999997,116.220001,262.630005,286.480011,249.11999500000002,240.080002
745,1/7/19,117.75,250.350006,276.579987,240.080002,109.660004,249.91000400000001,276.619995,239.61999500000002,105.900002,248.419998,269.700012,236.850006,112.889999,255.020004,281.589996,243.49000499999997,243.289993
746,1/8/19,128.309998,249.460007,274.929993,243.289993,117.75,250.350006,276.579987,240.080002,109.660004,249.91000400000001,276.619995,239.61999500000002,105.900002,248.419998,269.700012,236.850006,243.63999900000002
747,1/9/19,130.58999599999999,251.350006,276.25,243.63999900000002,128.309998,249.460007,274.929993,243.289993,117.75,250.350006,276.579987,240.080002,109.660004,249.91000400000001,276.619995,239.61999500000002,244.86999500000002
748,1/10/19,133.03999299999998,252.270004,275.019989,244.86999500000002,130.58999599999999,251.350006,276.25,243.63999900000002,128.309998,249.460007,274.929993,243.289993,117.75,250.350006,276.579987,240.080002,247.669998
749,1/11/19,133.380005,256.640015,283.47000099999997,247.669998,133.03999299999998,252.270004,275.019989,244.86999500000002,130.58999599999999,251.350006,276.25,243.63999900000002,128.309998,249.460007,274.929993,243.289993,248.059998
750,1/14/19,132.75,255.11999500000002,282.079987,248.059998,133.380005,256.640015,283.47000099999997,247.669998,133.03999299999998,252.270004,275.019989,244.86999500000002,130.58999599999999,251.350006,276.25,243.63999900000002,256.869995
751,1/15/19,135.110001,260.350006,288.609985,256.869995,132.75,255.11999500000002,282.079987,248.059998,133.380005,256.640015,283.47000099999997,247.669998,133.03999299999998,252.270004,275.019989,244.86999500000002,261.459991
752,1/16/19,135.970001,261.920013,293.299988,261.459991,135.110001,260.350006,288.609985,256.869995,132.75,255.11999500000002,282.079987,248.059998,133.380005,256.640015,283.47000099999997,247.669998,259.769989
753,1/17/19,135.399994,261.890015,291.019989,259.769989,135.970001,261.920013,293.299988,261.459991,135.110001,260.350006,288.609985,256.869995,132.75,255.11999500000002,282.079987,248.059998,265.5
754,1/18/19,136.96000700000002,266.119995,295.559998,265.5,135.399994,261.890015,291.019989,259.769989,135.970001,261.920013,293.299988,261.459991,135.110001,260.350006,288.609985,256.869995,265.690002
755,1/22/19,134.570007,264.570007,298.77999900000003,265.690002,136.96000700000002,266.119995,295.559998,265.5,135.399994,261.890015,291.019989,259.769989,135.970001,261.920013,293.299988,261.459991,267.019989
756,1/23/19,133.869995,268.100006,299.27999900000003,267.019989,134.570007,264.570007,298.77999900000003,265.690002,136.96000700000002,266.119995,295.559998,265.5,135.399994,261.890015,291.019989,259.769989,266.130005
757,1/24/19,133.699997,265.600006,300.52999900000003,266.130005,133.869995,268.100006,299.27999900000003,267.019989,134.570007,264.570007,298.77999900000003,265.690002,136.96000700000002,266.119995,295.559998,265.5,268.049988
758,1/25/19,135.320007,272.679993,300.679993,268.049988,133.699997,265.600006,300.52999900000003,266.130005,133.869995,268.100006,299.27999900000003,267.019989,134.570007,264.570007,298.77999900000003,265.690002,266.769989
759,1/28/19,136.130005,270.01001,301.630005,266.769989,135.320007,272.679993,300.679993,268.049988,133.699997,265.600006,300.52999900000003,266.130005,133.869995,268.100006,299.27999900000003,267.019989,267.339996
760,1/29/19,134.600006,272.709991,300.820007,267.339996,136.130005,270.01001,301.630005,266.769989,135.320007,272.679993,300.679993,268.049988,133.699997,265.600006,300.52999900000003,266.130005,270.369995
761,1/30/19,134.0,297.559998,306.390015,270.369995,134.600006,272.709991,300.820007,267.339996,136.130005,270.01001,301.630005,266.769989,135.320007,272.679993,300.679993,268.049988,270.200012
762,1/31/19,132.979996,303.0,308.98999,270.200012,134.0,297.559998,306.390015,270.369995,134.600006,272.709991,300.820007,267.339996,136.130005,270.01001,301.630005,266.769989,268.72000099999997
763,2/1/19,138.860001,303.290009,306.299988,268.72000099999997,132.979996,303.0,308.98999,270.200012,134.0,297.559998,306.390015,270.369995,134.600006,272.709991,300.820007,267.339996,268.209991
764,2/4/19,136.360001,304.209991,305.959991,268.209991,138.860001,303.290009,306.299988,268.72000099999997,132.979996,303.0,308.98999,270.200012,134.0,297.559998,306.390015,270.369995,266.309998
765,2/5/19,138.570007,303.549988,303.410004,266.309998,136.360001,304.209991,305.959991,268.209991,138.860001,303.290009,306.299988,268.72000099999997,132.979996,303.0,308.98999,270.200012,269.5
766,2/6/19,138.279999,311.359985,301.769989,269.5,138.570007,303.549988,303.410004,266.309998,136.360001,304.209991,305.959991,268.209991,138.860001,303.290009,306.299988,268.72000099999997,269.0
767,2/7/19,137.800003,308.049988,303.97000099999997,269.0,138.279999,311.359985,301.769989,269.5,138.570007,303.549988,303.410004,266.309998,136.360001,304.209991,305.959991,268.209991,261.899994
768,2/8/19,136.899994,304.25,298.890015,261.899994,137.800003,308.049988,303.97000099999997,269.0,138.279999,311.359985,301.769989,269.5,138.570007,303.549988,303.410004,266.309998,257.140015
769,2/11/19,137.08999599999999,302.170013,293.76001,257.140015,136.899994,304.25,298.890015,261.899994,137.800003,308.049988,303.97000099999997,269.0,138.279999,311.359985,301.769989,269.5,263.5
770,2/12/19,129.389999,306.440002,296.329987,263.5,137.08999599999999,302.170013,293.76001,257.140015,136.899994,304.25,298.890015,261.899994,137.800003,308.049988,303.97000099999997,269.0,263.799988
771,2/13/19,137.009995,305.700012,299.350006,263.799988,129.389999,306.440002,296.329987,263.5,137.08999599999999,302.170013,293.76001,257.140015,136.899994,304.25,298.890015,261.899994,265.329987
772,2/14/19,136.080002,308.170013,301.559998,265.329987,137.009995,305.700012,299.350006,263.799988,129.389999,306.440002,296.329987,263.5,137.08999599999999,302.170013,293.76001,257.140015,271.130005
773,2/15/19,135.33999599999999,311.579987,310.299988,271.130005,136.080002,308.170013,301.559998,265.329987,137.009995,305.700012,299.350006,263.799988,129.389999,306.440002,296.329987,263.5,270.410004
774,2/19/19,134.860001,311.600006,305.399994,270.410004,135.33999599999999,311.579987,310.299988,271.130005,136.080002,308.170013,301.559998,265.329987,137.009995,305.700012,299.350006,263.799988,269.51001
775,2/20/19,137.669998,312.950012,308.880005,269.51001,134.860001,311.600006,305.399994,270.410004,135.33999599999999,311.579987,310.299988,271.130005,136.080002,308.170013,301.559998,265.329987,266.399994
776,2/21/19,136.570007,311.299988,307.559998,266.399994,137.669998,312.950012,308.880005,269.51001,134.860001,311.600006,305.399994,270.410004,135.33999599999999,311.579987,310.299988,271.130005,267.109985
777,2/22/19,141.729996,316.790009,309.679993,267.109985,136.570007,311.299988,307.559998,266.399994,137.669998,312.950012,308.880005,269.51001,134.860001,311.600006,305.399994,270.410004,264.600006
778,2/25/19,145.600006,314.399994,304.869995,264.600006,141.729996,316.790009,309.679993,267.109985,136.570007,311.299988,307.559998,266.399994,137.669998,312.950012,308.880005,269.51001,262.980011
779,2/26/19,145.830002,317.420013,302.350006,262.980011,145.600006,314.399994,304.869995,264.600006,141.729996,316.790009,309.679993,267.109985,136.570007,311.299988,307.559998,266.399994,250.080002
780,2/27/19,140.330002,306.070007,287.97000099999997,250.080002,145.830002,317.420013,302.350006,262.980011,145.600006,314.399994,304.869995,264.600006,141.729996,316.790009,309.679993,267.109985,242.22000099999997
781,2/28/19,134.630005,300.730011,285.040009,242.22000099999997,140.330002,306.070007,287.97000099999997,250.080002,145.830002,317.420013,302.350006,262.980011,145.600006,314.399994,304.869995,264.600006,246.149994
782,3/1/19,138.399994,307.679993,291.019989,246.149994,134.630005,300.730011,285.040009,242.22000099999997,140.330002,306.070007,287.97000099999997,250.080002,145.830002,317.420013,302.350006,262.980011,236.020004
783,3/4/19,132.729996,292.589996,277.660004,236.020004,138.399994,307.679993,291.019989,246.149994,134.630005,300.730011,285.040009,242.22000099999997,140.330002,306.070007,287.97000099999997,250.080002,241.42999300000002
784,3/5/19,134.080002,298.690002,277.230011,241.42999300000002,132.729996,292.589996,277.660004,236.020004,138.399994,307.679993,291.019989,246.149994,134.630005,300.730011,285.040009,242.22000099999997,239.07000699999998
785,3/6/19,129.449997,294.459991,272.100006,239.07000699999998,134.080002,298.690002,277.230011,241.42999300000002,132.729996,292.589996,277.660004,236.020004,138.399994,307.679993,291.019989,246.149994,236.69999700000002
786,3/7/19,130.33999599999999,291.420013,268.440002,236.69999700000002,129.449997,294.459991,272.100006,239.07000699999998,134.080002,298.690002,277.230011,241.42999300000002,132.729996,292.589996,277.660004,236.020004,237.289993
787,3/8/19,132.550003,295.040009,268.269989,237.289993,130.33999599999999,291.420013,268.440002,236.69999700000002,129.449997,294.459991,272.100006,239.07000699999998,134.080002,298.690002,277.230011,241.42999300000002,243.149994
788,3/11/19,135.850006,295.97000099999997,273.100006,243.149994,132.550003,295.040009,268.269989,237.289993,130.33999599999999,291.420013,268.440002,236.69999700000002,129.449997,294.459991,272.100006,239.07000699999998,245.88000499999998
789,3/12/19,138.940002,296.980011,274.450012,245.88000499999998,135.850006,295.97000099999997,273.100006,243.149994,132.550003,295.040009,268.269989,237.289993,130.33999599999999,291.420013,268.440002,236.69999700000002,252.25
790,3/13/19,141.770004,303.609985,283.02999900000003,252.25,138.940002,296.980011,274.450012,245.88000499999998,135.850006,295.97000099999997,273.100006,243.149994,132.550003,295.040009,268.269989,237.289993,253.270004
791,3/14/19,140.130005,305.450012,279.820007,253.270004,141.770004,303.609985,283.02999900000003,252.25,138.940002,296.980011,274.450012,245.88000499999998,135.850006,295.97000099999997,273.100006,243.149994,251.399994
792,3/15/19,139.399994,303.0,280.140015,251.399994,140.130005,305.450012,279.820007,253.270004,141.770004,303.609985,283.02999900000003,252.25,138.940002,296.980011,274.450012,245.88000499999998,255.0
793,3/18/19,143.020004,308.230011,282.170013,255.0,139.399994,303.0,280.140015,251.399994,140.130005,305.450012,279.820007,253.270004,141.770004,303.609985,283.02999900000003,252.25,257.130005
794,3/19/19,145.630005,307.98999,286.660004,257.130005,143.020004,308.230011,282.170013,255.0,139.399994,303.0,280.140015,251.399994,140.130005,305.450012,279.820007,253.270004,250.5
795,3/20/19,142.580002,303.01001,275.309998,250.5,145.630005,307.98999,286.660004,257.130005,143.020004,308.230011,282.170013,255.0,139.399994,303.0,280.140015,251.399994,252.020004
